ROCK NAME,LATITUDE,LONGITUDE,SIO2,MGO
LHERZOLITE,42.0,143.0,44.01,43.14
HARZBURGITE,42.0,143.0,44.23,46.52
LHERZOLITE,42.0,143.0,44.39,43.14
LHERZOLITE,42.0,143.0,43.93,43.25
LHERZOLITE,42.0,143.0,42.74,27.1
LHERZOLITE,42.0,143.0,42.43,30.38
LHERZOLITE,42.0,143.0,41.84,25.75
LHERZOLITE,42.0,143.0,44.24,26.56
LHERZOLITE,42.0,143.0,43.37,25.93
LHERZOLITE,42.0,143.0,42.69,25.06
LHERZOLITE,42.0,143.0,44.28,26.21
LHERZOLITE,42.0,143.0,42.94,25.94
LHERZOLITE,42.0,143.0,41.84,25.73
LHERZOLITE,42.0,143.0,45.14,25.41
LHERZOLITE,42.0,143.0,45.04,28.24
LHERZOLITE,42.0,143.0,44.73,28.74
LHERZOLITE,42.0,143.0,42.5,38.25
LHERZOLITE,42.0,143.0,40.79,41.65
LHERZOLITE,42.0,143.0,41.53,40.5
LHERZOLITE,42.0,143.0,40.24,40.59
LHERZOLITE,42.0,143.0,42.81,40.46
LHERZOLITE,42.0,143.0,42.88,39.45
LHERZOLITE,42.0,143.0,41.16,41.9
LHERZOLITE,42.0,143.0,43.56,39.67
LHERZOLITE,42.0,143.0,41.24,42.97
LHERZOLITE,42.0,143.0,40.74,43.56
LHERZOLITE,42.0,143.0,43.15,41.73
LHERZOLITE,42.0,143.0,41.8,43.28
LHERZOLITE,42.0,143.0,42.48,42.65
LHERZOLITE,42.0,143.0,41.03,43.9
LHERZOLITE,42.0,143.0,41.26,43.6
LHERZOLITE,42.0,143.0,40.92,45.58
LHERZOLITE,42.0,143.0,41.61,44.6
LHERZOLITE,42.0,143.0,40.63,43.94
LHERZOLITE,42.0,143.0,40.91,46.74
LHERZOLITE,42.0,143.0,41.09,47.37
HARZBURGITE,42.0,143.0,40.79,48.09
LHERZOLITE,42.0,143.0,41.42,40.34
LHERZOLITE,42.0,143.0,41.33,38.82
LHERZOLITE,42.0,143.0,42.51,38.58
LHERZOLITE,42.0,143.0,41.63,41.25
LHERZOLITE,42.0,143.0,43.99,38.48
LHERZOLITE,42.0,143.0,41.76,43.17
LHERZOLITE,42.0,143.0,41.99,41.58
LHERZOLITE,42.0,143.0,39.92,43.01
LHERZOLITE,42.0,143.0,39.49,48.21
LHERZOLITE,42.0,143.0,41.36,43.35
LHERZOLITE,42.0,143.0,41.95,44.43
LHERZOLITE,42.0,143.0,40.04,44.01
LHERZOLITE,42.0,143.0,40.86,44.84
LHERZOLITE,42.0,143.0,40.9,45.29
LHERZOLITE,42.0,143.0,40.72,44.99
LHERZOLITE,42.0,143.0,41.21,44.94
LHERZOLITE,42.0,143.0,40.82,47.59
LHERZOLITE,42.0,143.0,42.41,42.77
LHERZOLITE,42.0,143.0,40.7,47.11
LHERZOLITE,42.0,143.0,39.35,47.82
LHERZOLITE,42.0,143.0,41.96,47.38
HARZBURGITE,42.0,143.0,40.46,47.59
HARZBURGITE,42.0,143.0,36.78,50.43
HARZBURGITE,42.0,143.0,37.2,48.41
HARZBURGITE,42.0,143.0,39.78,46.64
HARZBURGITE,42.0,143.0,39.41,47.78
HARZBURGITE,42.0,143.0,39.97,47.21
HARZBURGITE,42.0,143.0,39.78,47.89
HARZBURGITE,42.0,143.0,38.84,49.44
HARZBURGITE,42.0,143.0,40.62,48.15
DUNITE,42.0,143.0,38.71,45.58
LHERZOLITE,42.0,143.0,41.68,40.23
LHERZOLITE,42.0,143.0,40.26,42.29
LHERZOLITE,42.0,143.0,43.36,39.31
DUNITE,42.0,143.0,46.8,15.9
DUNITE,42.0,143.0,46.35,12.97
DUNITE,42.0,143.0,45.54,20.36
DUNITE,42.0,143.0,44.34,19.65
DUNITE,42.0,143.0,45.46,23.34
DUNITE,42.0,143.0,44.28,18.74
DUNITE,42.0,143.0,48.49,13.12
DUNITE,42.0,143.0,44.75,12.72
DUNITE,42.0,143.0,44.16,27.44
DUNITE,42.0,143.0,45.25,18.01
DUNITE,42.0,143.0,46.59,17.12
DUNITE,42.0,143.0,43.82,12.82
DUNITE,42.0,143.0,45.45,11.2
PERIDOTITE,65.12,29.17,37.2,29.22
PERIDOTITE,47.0,-90.0,32.9,20.14
LHERZOLITE,42.0,143.0,43.87,37.8
LHERZOLITE,42.0,143.0,44.22,42.23
LHERZOLITE,42.0,143.0,42.27,46.34
HARZBURGITE,42.0,143.0,42.61,45.94
LHERZOLITE,42.0,143.0,43.22,43.42
WEHRLITE,-21.23,55.68,45.74,23.78
DUNITE,58.75,125.3,40.52,49.0
PERIDOTITE,42.0,143.0,45.56,7.46
PERIDOTITE,42.0,143.0,42.16,38.69
PERIDOTITE,42.0,143.0,41.2,48.81
PERIDOTITE,42.0,143.0,40.86,45.15
PERIDOTITE,42.0,143.0,43.28,32.8
PERIDOTITE,42.0,143.0,44.2,29.8
PERIDOTITE,57.0,-5.7,41.6,25.61
PERIDOTITE,57.0,-5.7,40.29,35.46
PERIDOTITE,33.4,129.9,48.46,26.63
PERIDOTITE,39.95,139.73,44.59,41.1
PERIDOTITE,42.0,143.0,43.6,47.65
PERIDOTITE,42.0,143.0,43.22,43.8
PERIDOTITE,42.0,143.0,44.4,44.05
PERIDOTITE,42.0,143.0,43.55,40.22
PERIDOTITE,42.0,143.0,44.62,38.8
LHERZOLITE,42.8,142.5,44.41,39.64
PERIDOTITE,33.0,129.5,38.59,24.7
LHERZOLITE,42.0,143.0,44.96,39.49
LHERZOLITE,42.0,143.0,44.85,40.47
HARZBURGITE,42.0,143.0,43.53,46.01
HARZBURGITE,42.0,143.0,43.81,46.53
HARZBURGITE,42.0,143.0,44.45,46.41
LHERZOLITE,42.0,143.0,44.37,45.54
LHERZOLITE,42.0,143.0,45.09,43.4
LHERZOLITE,42.0,143.0,44.85,41.99
LHERZOLITE,42.0,143.0,44.6,40.25
LHERZOLITE,42.0,143.0,43.95,45.97
HARZBURGITE,42.0,143.0,43.92,47.17
LHERZOLITE,42.0,143.0,45.12,38.7
LHERZOLITE,42.0,143.0,44.53,40.58
LHERZOLITE,42.0,143.0,46.31,36.57
DUNITE,42.0,143.0,39.67,48.71
DUNITE,42.0,143.0,39.99,47.8
DUNITE,42.0,143.0,42.47,45.88
PERIDOTITE,42.0,143.0,41.97,43.35
PERIDOTITE,42.0,143.0,42.02,43.35
PERIDOTITE,42.0,143.0,42.98,42.81
PERIDOTITE,42.0,143.0,43.05,41.81
PERIDOTITE,56.05,163.07,42.12,45.64
PERIDOTITE,56.05,163.07,42.7,9.49
PERIDOTITE,56.05,163.07,40.09,23.68
HARZBURGITE,55.0,161.0,43.1,43.46
HARZBURGITE,55.0,161.0,38.27,40.73
HARZBURGITE,55.0,161.0,39.94,39.49
HARZBURGITE,55.0,161.0,35.97,40.57
HARZBURGITE,55.0,161.0,42.13,37.59
HARZBURGITE,55.0,161.0,36.87,40.66
PERIDOTITE,55.0,161.0,43.85,15.74
PERIDOTITE,55.0,161.0,44.07,15.35
DUNITE,53.255,158.83,43.4,45.49
WEHRLITE,53.255,158.83,44.1,31.49
DUNITE,-46.53,168.23,38.7,41.53
DUNITE,-46.53,168.23,37.37,44.03
LHERZOLITE,42.0,143.0,41.93,25.91
LHERZOLITE,42.0,143.0,44.28,26.25
LHERZOLITE,42.0,143.0,44.2,24.33
LHERZOLITE,42.0,143.0,47.08,25.27
PERIDOTITE,42.0,143.0,41.93,26.96
PERIDOTITE,42.0,143.0,44.42,23.15
DUNITE,-2.52,121.37,41.35,47.9
HARZBURGITE,-2.52,121.37,44.3,43.0
LHERZOLITE,-2.52,121.37,43.5,38.0
DUNITE,19.75,-155.88299999999998,39.33,44.9
PERIDOTITE,21.35,-157.9,50.2,19.0
PERIDOTITE,21.35,-157.9,49.52,17.97
PERIDOTITE,21.35,-157.9,45.59,19.46
PERIDOTITE,21.35,-157.9,48.42,16.85
PERIDOTITE,39.9167,-121.03299999999999,42.32,39.03
PERIDOTITE,21.25,-157.9,44.57,13.34
DUNITE,21.3833,-157.65,38.78,43.46
PERIDOTITE,34.5,-116.5,44.08,39.06
PERIDOTITE,21.25,-157.9,50.59,29.48
PERIDOTITE,34.5,-116.5,44.31,40.56
PERIDOTITE,34.5,-116.5,43.71,18.59
PERIDOTITE,34.5,-116.5,44.12,39.63
PERIDOTITE,34.5,-116.5,44.65,37.43
PERIDOTITE,34.5,-116.5,44.43,39.14
PERIDOTITE,34.5,-116.5,39.52,37.53
PERIDOTITE,34.5,-116.5,43.68,44.64
PERIDOTITE,34.5,-116.5,44.82,40.85
PERIDOTITE,34.5,-116.5,44.38,39.06
PERIDOTITE,34.5,-115.5,44.81,39.18
PERIDOTITE,34.5,-115.5,44.06,40.97
PERIDOTITE,34.5,-115.875,42.82,12.96
PERIDOTITE,40.75,-106.5,44.22,23.71
PERIDOTITE,40.875,-106.625,45.11,18.67
PERIDOTITE,40.75,-106.625,48.5,20.67
PERIDOTITE,40.75,-106.625,48.98,19.98
PERIDOTITE,40.5,-106.75,42.49,26.09
DUNITE,40.625,-106.75,36.5,29.2
PERIDOTITE,40.875,-106.75,40.67,23.83
PERIDOTITE,40.875,-106.75,40.0,30.74
PERIDOTITE,35.2333,-115.75,41.62,35.39
PERIDOTITE,35.2333,-115.75,41.69,37.99
PERIDOTITE,40.875,-106.625,45.13,18.73
DUNITE,19.75,-155.86700000000002,41.55,39.1
DUNITE,19.75,-155.86700000000002,39.92,46.06
DUNITE,19.75,-155.86700000000002,39.44,45.22
DUNITE,19.75,-155.86700000000002,40.11,46.77
DUNITE,19.75,-155.86700000000002,40.31,45.07
PERIDOTITE,19.75,-155.86700000000002,43.55,32.06
PERIDOTITE,19.75,-155.86700000000002,42.91,37.05
PERIDOTITE,19.75,-155.86700000000002,49.38,16.79
PERIDOTITE,19.75,-155.86700000000002,45.42,31.93
PERIDOTITE,19.75,-155.86700000000002,43.6,29.53
PERIDOTITE,19.75,-155.86700000000002,42.51,36.88
PERIDOTITE,19.75,-155.86700000000002,49.54,19.8
DUNITE,40.625,-106.75,36.6,28.3
PERIDOTITE,38.0,-105.25,35.0,11.8
DUNITE,44.35,-118.936,35.5,41.6
DUNITE,44.35,-118.936,35.5,41.6
DUNITE,44.35,-118.936,35.1,42.8
PERIDOTITE,44.3586,-118.925,41.1,37.3
DUNITE,44.3608,-118.927,38.8,38.8
PERIDOTITE,44.7689,-117.383,43.2,5.3
PERIDOTITE,46.75,-111.75,48.6,38.9
PERIDOTITE,42.68,-70.9381,37.9,6.4
PERIDOTITE,42.6783,-70.9258,42.5,39.8
PERIDOTITE,42.6947,-70.9142,43.1,30.8
DUNITE,63.0,-144.0,38.8,43.5
PERIDOTITE,40.75,-106.0,72.8,14.8
PERIDOTITE,40.75,-106.0,69.1,14.7
PERIDOTITE,41.8833,-123.98299999999999,41.2,39.1
PERIDOTITE,42.4167,-124.03299999999999,40.4,37.1
PERIDOTITE,42.1,-123.867,39.4,36.5
PERIDOTITE,42.4333,-124.01700000000001,38.7,36.8
PERIDOTITE,42.2667,-123.833,38.9,36.9
PERIDOTITE,42.4167,-124.03299999999999,40.3,37.7
PERIDOTITE,42.0667,-123.9,40.3,41.5
PERIDOTITE,42.4,-124.03299999999999,38.9,35.6
PERIDOTITE,42.0667,-123.917,42.1,41.9
PERIDOTITE,42.4,-124.03299999999999,42.4,8.51
PERIDOTITE,42.1,-123.917,41.2,43.0
PERIDOTITE,41.875,-105.25,44.2,35.1
PERIDOTITE,41.9157,-105.45,47.3,20.7
PERIDOTITE,41.875,-105.25,43.9,35.6
PERIDOTITE,41.875,-105.25,49.1,24.1
PERIDOTITE,41.943000000000005,-105.39200000000001,50.5,21.0
PERIDOTITE,41.9427,-105.39200000000001,47.4,26.9
PERIDOTITE,41.9425,-105.39200000000001,48.0,26.1
PERIDOTITE,41.875,-105.25,53.2,22.0
PERIDOTITE,41.875,-105.25,46.0,23.0
PERIDOTITE,41.875,-105.25,46.0,19.7
PERIDOTITE,41.875,-105.25,46.8,21.4
PERIDOTITE,41.875,-105.25,42.7,31.9
PERIDOTITE,41.875,-105.25,42.5,33.3
PERIDOTITE,41.875,-105.25,47.9,33.3
PERIDOTITE,41.875,-105.25,47.6,22.7
PERIDOTITE,41.9665,-105.426,52.0,23.5
PERIDOTITE,41.9668,-105.425,46.8,32.5
PERIDOTITE,41.9681,-105.425,41.7,40.8
PERIDOTITE,41.9764,-105.412,49.4,23.5
PERIDOTITE,41.9702,-105.426,48.7,23.9
PERIDOTITE,41.9631,-105.439,37.7,34.3
PERIDOTITE,41.9638,-105.441,43.3,35.0
PERIDOTITE,41.75,-105.375,37.7,32.3
PERIDOTITE,42.0101,-105.262,51.0,26.0
PERIDOTITE,42.0093,-105.26100000000001,49.5,19.2
PERIDOTITE,42.75,-106.333,39.6,35.0
PERIDOTITE,42.75,-106.333,36.0,32.2
DUNITE,65.9167,-152.2,38.4,43.1
DUNITE,65.9667,-151.86700000000002,37.9,45.4
DUNITE,65.9667,-151.85,36.5,43.2
DUNITE,65.9667,-151.85,37.4,43.0
DUNITE,66.4167,-150.667,38.8,46.4
HARZBURGITE,65.8833,-152.38299999999998,42.0,39.4
HARZBURGITE,66.55,-151.583,39.8,38.9
HARZBURGITE,66.55,-151.88299999999998,41.7,39.0
HARZBURGITE,66.0333,-151.667,42.7,40.7
HARZBURGITE,66.0333,-151.667,41.8,39.7
HARZBURGITE,66.0,-151.75,41.7,38.9
HARZBURGITE,66.1,-151.483,41.9,40.3
HARZBURGITE,66.4,-150.6,41.7,40.8
PERIDOTITE,65.9,-152.183,41.0,28.4
DUNITE,64.2,-156.6,37.9,43.9
DUNITE,64.2167,-156.667,37.8,44.1
HARZBURGITE,64.2167,-156.63299999999998,40.7,41.7
HARZBURGITE,64.1833,-156.767,39.7,41.3
HARZBURGITE,64.2,-156.717,41.9,41.0
WEHRLITE,64.2333,-156.583,38.0,38.3
LHERZOLITE,64.3,-156.38299999999998,38.6,34.5
WEHRLITE,64.3333,-156.233,38.2,38.2
DUNITE,63.2167,-156.967,37.5,38.7
HARZBURGITE,63.2167,-156.967,39.6,38.3
HARZBURGITE,63.2167,-156.967,40.9,40.6
WEHRLITE,63.2167,-156.967,39.8,40.8
WEHRLITE,65.6389,-144.036,40.4,29.6
PERIDOTITE,41.875,-105.25,51.1,9.75
PERIDOTITE,42.0358,-105.27,42.3,34.0
PERIDOTITE,42.036,-105.27,43.7,33.6
PERIDOTITE,41.75,-105.375,43.3,30.0
PERIDOTITE,42.1241,-105.361,44.7,26.3
PERIDOTITE,42.1241,-105.359,45.4,27.4
PERIDOTITE,42.1243,-105.35799999999999,45.1,26.0
PERIDOTITE,42.1242,-105.35799999999999,51.2,18.3
PERIDOTITE,42.1402,-105.34299999999999,42.6,32.7
PERIDOTITE,42.14,-105.344,43.5,34.6
PERIDOTITE,42.1406,-105.345,51.7,17.5
PERIDOTITE,42.2316,-105.348,45.6,24.4
PERIDOTITE,42.2304,-105.361,44.4,25.4
PERIDOTITE,42.2324,-105.34899999999999,45.8,22.8
PERIDOTITE,41.9665,-105.426,52.2,22.5
PERIDOTITE,41.9665,-105.426,50.8,23.8
PERIDOTITE,41.9675,-105.42299999999999,51.7,22.3
PERIDOTITE,41.9705,-105.421,43.4,40.3
PERIDOTITE,41.9801,-105.40899999999999,49.5,29.7
PERIDOTITE,26.9419,42.3114,44.0,45.4
PERIDOTITE,26.9339,42.3111,44.4,42.0
PERIDOTITE,26.9339,42.3111,43.3,43.9
PERIDOTITE,26.9339,42.3111,41.1,45.4
PERIDOTITE,26.9339,42.3111,44.3,40.5
PERIDOTITE,26.9339,42.3111,45.6,38.7
PERIDOTITE,26.9339,42.3111,42.8,39.8
PERIDOTITE,27.0572,42.3758,44.0,41.9
PERIDOTITE,27.0572,42.3758,43.9,44.0
PERIDOTITE,27.0572,42.3758,44.6,42.3
PERIDOTITE,27.0908,42.3236,44.8,40.6
PERIDOTITE,27.0056,42.4367,45.7,38.4
PERIDOTITE,27.0003,42.3628,43.7,44.2
PERIDOTITE,27.0014,42.36,42.8,42.5
PERIDOTITE,27.0014,42.36,45.1,40.9
PERIDOTITE,27.0014,42.36,44.7,39.4
PERIDOTITE,27.0014,42.36,44.1,39.0
PERIDOTITE,27.0014,42.36,44.0,41.4
PERIDOTITE,27.0108,42.2661,44.3,39.7
PERIDOTITE,27.0108,42.2661,53.3,30.6
PERIDOTITE,27.0422,42.42,50.5,20.5
PERIDOTITE,27.0556,42.42,42.9,44.5
PERIDOTITE,27.0542,42.4206,43.6,41.1
PERIDOTITE,27.0542,42.4206,43.8,42.5
PERIDOTITE,27.0519,42.4111,44.8,42.9
PERIDOTITE,9.55,138.15,39.0,29.6
PERIDOTITE,62.0833,-148.0,40.9,34.0
PERIDOTITE,62.0833,-148.0,42.3,32.0
WEHRLITE,62.0833,-148.0,46.0,28.4
DUNITE,62.0833,-148.0,40.1,44.0
PERIDOTITE,-31.55,-64.4,38.0,36.5
PERIDOTITE,-31.55,-64.4,40.4,36.4
PERIDOTITE,-31.55,-64.4,42.8,37.9
PERIDOTITE,-31.55,-64.4,16.5,17.5
PERIDOTITE,-31.55,-64.4,34.0,19.3
PERIDOTITE,35.1667,-115.75,43.7,40.6
PERIDOTITE,35.1667,-115.75,45.2,34.1
PERIDOTITE,35.1667,-115.75,44.1,36.2
PERIDOTITE,35.1667,-115.75,41.2,31.3
PERIDOTITE,35.1667,-115.75,42.1,30.6
PERIDOTITE,35.1667,-115.75,44.3,35.3
PERIDOTITE,35.1667,-115.75,43.4,39.0
PERIDOTITE,35.1667,-115.75,44.6,39.3
PERIDOTITE,35.1667,-115.75,44.1,39.0
PERIDOTITE,35.1667,-115.75,44.7,38.0
PERIDOTITE,35.1667,-115.75,45.5,38.3
PERIDOTITE,35.1667,-115.75,44.6,39.3
PERIDOTITE,35.1667,-115.75,44.7,39.4
PERIDOTITE,35.1667,-115.75,44.4,39.5
PERIDOTITE,35.1667,-115.75,45.1,37.3
PERIDOTITE,35.1667,-115.75,44.7,37.4
PERIDOTITE,35.1667,-115.75,44.5,37.5
PERIDOTITE,35.1667,-115.75,44.6,37.2
PERIDOTITE,35.1667,-115.75,44.9,37.3
PERIDOTITE,35.1667,-115.75,43.4,40.5
PERIDOTITE,35.1667,-115.75,44.0,39.8
PERIDOTITE,35.1667,-115.75,45.2,38.1
PERIDOTITE,45.3561,-111.18299999999999,37.5,36.6
PERIDOTITE,36.455,-118.935,44.6,25.0
PERIDOTITE,46.3675,-90.4094,41.9,15.6
DUNITE,44.75,-72.5333,39.1,43.9
DUNITE,52.5,135.0,39.7,47.8
DUNITE,58.5,125.5,39.1,47.9
DUNITE,52.0,136.0,39.3,48.0
WEHRLITE,65.9125,-148.007,43.4,24.8
PERIDOTITE,65.6528,-150.14700000000002,43.6,22.8
DUNITE,68.2586,-161.05,39.1,45.7
WEHRLITE,68.26,-161.05200000000002,48.1,23.8
WEHRLITE,68.2603,-161.053,39.4,38.0
DUNITE,68.2756,-161.06799999999998,25.2,29.3
DUNITE,68.3183,-160.759,33.8,41.6
DUNITE,68.3183,-160.759,32.9,35.8
DUNITE,68.3194,-160.76,31.0,39.8
DUNITE,68.3217,-160.754,31.5,37.1
DUNITE,68.3222,-160.753,36.9,44.7
DUNITE,68.3233,-160.749,37.8,47.1
DUNITE,68.3261,-160.738,34.2,41.9
WEHRLITE,68.3278,-160.724,47.3,17.8
WEHRLITE,68.3039,-161.835,45.3,21.0
WEHRLITE,68.2967,-161.866,43.6,45.5
DUNITE,68.1861,-162.00799999999998,31.8,40.0
WEHRLITE,68.2556,-161.7,41.4,34.1
DUNITE,68.2456,-161.733,35.5,44.0
WEHRLITE,68.2439,-161.743,40.0,33.5
DUNITE,68.2439,-161.743,35.7,43.2
DUNITE,68.2461,-161.752,9.8,19.2
WEHRLITE,68.2483,-161.86700000000002,42.0,34.0
DUNITE,68.2394,-161.863,35.7,42.6
DUNITE,68.2378,-161.864,33.4,38.1
DUNITE,68.2389,-161.881,14.5,24.3
DUNITE,68.2394,-161.886,37.0,47.2
DUNITE,68.2394,-161.886,35.2,42.4
DUNITE,68.2333,-161.901,37.6,45.0
DUNITE,68.2561,-161.912,33.0,38.0
WEHRLITE,68.2589,-161.905,37.0,34.9
DUNITE,68.2639,-161.054,48.8,21.5
DUNITE,68.2639,-161.054,38.1,45.4
DUNITE,68.2639,-161.054,38.1,45.1
DUNITE,68.2639,-161.054,38.3,46.1
DUNITE,68.2639,-161.054,44.7,34.8
DUNITE,68.2667,-161.058,39.5,41.4
DUNITE,68.2667,-161.058,48.1,23.6
DUNITE,68.2667,-161.058,33.8,40.6
HARZBURGITE,60.2772,-161.065,40.0,40.2
HARZBURGITE,68.2772,-161.065,40.5,41.4
WEHRLITE,68.2606,-161.048,46.5,10.2
WEHRLITE,68.2606,-161.048,39.6,45.9
DUNITE,68.2606,-161.048,39.7,45.8
WEHRLITE,68.2606,-161.048,38.5,42.7
WEHRLITE,68.2367,-161.011,39.9,28.8
WEHRLITE,68.2294,-161.004,43.2,25.7
WEHRLITE,68.2283,-161.836,36.2,34.8
WEHRLITE,68.3033,-160.769,42.0,26.5
WEHRLITE,68.3033,-160.769,43.4,9.89
DUNITE,68.3061,-160.767,34.9,40.9
DUNITE,68.3083,-160.767,29.7,35.9
DUNITE,68.3122,-160.766,34.3,40.2
WEHRLITE,68.3233,-160.746,42.8,27.3
DUNITE,68.3233,-160.746,31.9,39.3
WEHRLITE,68.3244,-160.743,39.2,38.9
WEHRLITE,68.3244,-160.743,39.0,41.5
HARZBURGITE,68.3264,-160.762,40.1,37.5
HARZBURGITE,68.3264,-160.762,40.6,38.6
HARZBURGITE,68.3264,-160.762,38.3,37.8
HARZBURGITE,68.3264,-160.762,40.5,39.3
DUNITE,68.2572,-161.705,40.2,40.2
DUNITE,68.2583,-161.70600000000002,36.1,40.4
DUNITE,68.2606,-161.70600000000002,42.6,8.48
DUNITE,68.2617,-161.708,50.2,20.4
DUNITE,68.2628,-161.71,48.1,20.3
DUNITE,68.2628,-161.71,37.8,43.7
DUNITE,68.2667,-161.727,51.1,16.9
DUNITE,68.2683,-161.735,48.0,7.97
DUNITE,68.265,-161.841,33.8,5.97
DUNITE,68.27,-161.83700000000002,48.5,3.38
DUNITE,68.2667,-161.839,40.0,6.66
DUNITE,68.2667,-161.839,5.33,0.73
DUNITE,68.2667,-161.839,51.4,2.36
WEHRLITE,68.3278,-160.733,37.9,37.4
DUNITE,68.3278,-160.733,37.6,41.5
WEHRLITE,68.3278,-160.733,39.0,37.5
WEHRLITE,68.3278,-160.733,43.0,17.6
DUNITE,68.3278,-160.733,35.2,40.7
WEHRLITE,68.3278,-160.733,37.0,24.3
DUNITE,68.1111,-162.10299999999998,35.3,40.6
DUNITE,68.1194,-162.083,35.6,41.9
DUNITE,68.1778,-162.125,37.6,41.5
DUNITE,68.1806,-162.119,35.6,41.4
DUNITE,68.1944,-162.00799999999998,36.3,44.4
DUNITE,68.1889,-162.014,31.9,39.3
DUNITE,68.1806,-162.011,34.1,40.9
WEHRLITE,68.2444,-161.733,37.0,39.8
DUNITE,68.2444,-161.733,35.1,40.6
LHERZOLITE,68.2556,-161.85,39.8,41.0
LHERZOLITE,68.2639,-161.844,39.0,39.1
LHERZOLITE,68.2639,-161.844,39.9,41.5
WEHRLITE,68.3167,-158.41299999999998,47.4,10.0
WEHRLITE,68.3278,-158.4,46.1,27.8
DUNITE,58.8833,-137.7,40.5,44.4
PERIDOTITE,58.9,-137.783,44.2,29.3
DUNITE,58.8833,-137.7,38.8,43.8
PERIDOTITE,44.25,-118.75,35.2,42.3
PERIDOTITE,44.25,-118.75,37.1,45.0
PERIDOTITE,44.25,-118.75,41.5,42.6
PERIDOTITE,44.25,-118.75,41.0,41.8
PERIDOTITE,44.25,-118.75,42.8,42.9
PERIDOTITE,37.4,-121.4,46.5,21.6
PERIDOTITE,58.9253,-161.754,51.4,19.8
DUNITE,58.9519,-161.743,37.1,42.6
DUNITE,58.9497,-161.746,36.6,42.9
DUNITE,58.9497,-161.746,48.9,17.3
DUNITE,58.9481,-161.75,37.4,43.7
DUNITE,58.9472,-161.752,38.1,40.8
DUNITE,58.9461,-161.754,37.1,43.4
DUNITE,58.9461,-161.754,37.8,37.6
DUNITE,58.9439,-161.756,37.8,44.4
DUNITE,58.9414,-161.75799999999998,37.7,42.7
DUNITE,58.9389,-161.759,37.8,43.9
DUNITE,58.9372,-161.764,38.1,44.0
DUNITE,58.9239,-161.784,39.4,34.0
DUNITE,58.9289,-161.784,37.8,42.1
DUNITE,58.9289,-161.784,43.7,9.1
DUNITE,58.9361,-161.783,51.4,20.2
DUNITE,58.7011,-161.851,37.4,36.8
PERIDOTITE,58.7167,-161.84799999999998,42.6,27.6
DUNITE,58.9728,-161.734,35.1,39.6
PERIDOTITE,58.9642,-161.63299999999998,39.4,43.5
PERIDOTITE,58.9625,-161.641,38.7,41.7
PERIDOTITE,58.9367,-161.765,37.9,42.7
PERIDOTITE,58.9361,-161.768,37.1,40.8
PERIDOTITE,58.7061,-161.83700000000002,38.6,31.2
PERIDOTITE,58.9342,-161.769,35.2,42.0
PERIDOTITE,58.9319,-161.77200000000002,37.1,43.8
PERIDOTITE,58.9292,-161.773,37.1,41.2
PERIDOTITE,58.9264,-161.774,37.4,44.1
PERIDOTITE,58.9236,-161.775,36.3,42.1
PERIDOTITE,58.9206,-161.776,36.6,43.2
PERIDOTITE,58.9533,-161.741,37.1,44.5
PERIDOTITE,58.9556,-161.74,36.6,42.2
PERIDOTITE,58.9564,-161.739,38.4,39.7
PERIDOTITE,58.9572,-161.738,37.1,40.7
PERIDOTITE,58.9597,-161.737,37.4,41.2
PERIDOTITE,58.9619,-161.738,36.6,41.8
PERIDOTITE,58.9639,-161.739,37.4,43.3
PERIDOTITE,58.9658,-161.74,36.6,42.0
DUNITE,58.9522,-161.72799999999998,37.1,42.9
DUNITE,58.9519,-161.72299999999998,37.7,43.0
DUNITE,58.9392,-161.753,37.1,42.8
DUNITE,58.9378,-161.749,36.6,43.4
DUNITE,58.9364,-161.744,37.1,42.9
DUNITE,58.935,-161.74,36.6,42.4
PERIDOTITE,58.9164,-161.774,50.4,18.0
PERIDOTITE,58.9683,-161.74,36.6,41.9
PERIDOTITE,58.9706,-161.738,39.0,41.6
PERIDOTITE,58.9725,-161.735,36.1,39.6
DUNITE,58.9161,-161.774,39.0,36.8
DUNITE,58.9522,-161.738,37.7,41.6
DUNITE,58.9522,-161.733,37.7,41.2
DUNITE,59.0,-161.625,36.1,40.5
DUNITE,58.9744,-161.72799999999998,37.4,42.8
DUNITE,58.9742,-161.72299999999998,36.6,42.3
DUNITE,58.6386,-162.08,37.7,34.8
DUNITE,58.9739,-161.731,36.7,43.2
DUNITE,58.9364,-161.731,35.9,38.3
DUNITE,58.9567,-161.716,38.1,43.1
DUNITE,58.9558,-161.713,37.0,41.3
DUNITE,58.9519,-161.705,37.4,43.5
DUNITE,58.6636,-162.019,40.0,32.5
HARZBURGITE,42.2194,-123.971,43.4,45.3
DUNITE,42.2194,-123.971,39.9,47.3
DUNITE,42.2194,-123.971,39.8,49.1
DUNITE,42.2194,-123.971,39.9,48.5
HARZBURGITE,42.2194,-123.971,43.6,44.0
HARZBURGITE,42.2194,-123.971,43.4,42.8
HARZBURGITE,42.2194,-123.971,41.6,44.9
DUNITE,42.2194,-123.971,38.7,46.3
HARZBURGITE,42.2194,-123.971,41.7,45.4
DUNITE,42.2194,-123.971,39.3,44.8
DUNITE,42.2194,-123.971,36.7,47.3
DUNITE,42.2194,-123.971,39.6,47.4
DUNITE,61.75,-145.75,37.9,44.4
DUNITE,61.75,-145.75,39.3,45.1
DUNITE,61.75,-145.75,39.4,44.7
