ROCK NAME,SIO2,TIO2,AL2O3,CAO
LHERZOLITE,44.41,0.15,3.48,3.34
LHERZOLITE,43.43,0.08,2.36,1.61
LHERZOLITE,43.65,0.073,2.14,1.47
LHERZOLITE,43.63,0.09,2.1,1.66
LHERZOLITE,43.82,0.13,3.54,2.84
LHERZOLITE,44.56,0.13,3.66,2.81
LHERZOLITE,44.95,0.02,1.8,1.88
LHERZOLITE,43.95,0.13,3.53,3.04
LHERZOLITE,43.11,0.31,5.2,3.58
LHERZOLITE,47.89,0.54,11.24,7.78
LHERZOLITE,41.86,2.31,8.81,3.29
LHERZOLITE,43.47,2.27,6.33,5.14
LHERZOLITE,42.99,2.28,7.07,4.58
LHERZOLITE,38.95,0.3,3.28,2.13
LHERZOLITE,44.91,0.14,3.45,3.01
LHERZOLITE,42.99,0.03,1.28,0.82
LHERZOLITE,44.29,0.04,2.04,1.88
LHERZOLITE,44.13,0.11,3.09,2.8
LHERZOLITE,43.91,0.02,1.61,1.44
LHERZOLITE,44.89,0.12,2.89,2.43
LHERZOLITE,44.73,0.11,3.13,2.61
LHERZOLITE,38.63,0.97,6.71,5.78
LHERZOLITE,43.11,3.97,11.94,14.98
LHERZOLITE,44.27,0.024,1.27,1.29
LHERZOLITE,43.82,0.017,1.32,1.32
LHERZOLITE,44.51,0.015,2.01,2.05
LHERZOLITE,44.45,0.011,1.58,1.6
LHERZOLITE,44.5,0.035,1.97,1.38
LHERZOLITE,44.79,0.013,1.94,1.94
LHERZOLITE,44.25,0.019,2.07,2.19
LHERZOLITE,44.62,0.02,1.91,2
LHERZOLITE,44.49,0.16,3.62,3.68
LHERZOLITE,44.28,0.11,2.39,2.34
LHERZOLITE,44.51,0.15,3.38,3.31
LHERZOLITE,44.66,0.14,2.88,3
LHERZOLITE,44.73,0.11,2.98,2.92
LHERZOLITE,44.28,0.12,2.83,2.75
LHERZOLITE,43.89,0.01,1.11,1.41
LHERZOLITE,44.36,0.02,1.59,1.75
LHERZOLITE,44.34,0.04,1.88,1.63
LHERZOLITE,44.74,0.04,2.02,2.31
LHERZOLITE,46.26,0.31,5.49,5.63
LHERZOLITE,43.88,0.17,3.95,3.58
LHERZOLITE,44.64,0.16,3.4,3.42
LHERZOLITE,43.7,0.16,3.43,3.05
LHERZOLITE,44.44,0.13,3.3,2.96
LHERZOLITE,44.21,0.08,2.96,2.75
LHERZOLITE,44.87,0.13,3.6,3.36
LHERZOLITE,44.46,0.02,1.49,1.77
LHERZOLITE,44.67,0.02,1.06,1.15
LHERZOLITE,44.13,0.07,1.62,1.72
LHERZOLITE,43.49,0.02,1.4,1.59
LHERZOLITE,44.2,0.02,1.94,1.93
LHERZOLITE,44.53,0.02,2.11,2.35
LHERZOLITE,44.4,0.02,1.71,1.92
LHERZOLITE,44.81,0.02,1.52,1.36
LHERZOLITE,44.8,0.03,1.95,2.66
LHERZOLITE,44.71,0.02,1.79,2.03
LHERZOLITE,43.47,0.02,0.99,1.22
LHERZOLITE,43.17,0.02,1.72,1.79
LHERZOLITE,44.18,0.02,1.97,2.36
LHERZOLITE,44.64,0.11,2.88,2.97
LHERZOLITE,43.95,0.12,3.44,3.2
LHERZOLITE,45.26,0.16,3.9,3.77
LHERZOLITE,46.5,0.07,1.44,1.46
LHERZOLITE,44.91,0.15,3.7,4.11
LHERZOLITE,44.73,0.12,3.15,3.14
LHERZOLITE,44.91,0.16,3.63,3.46
LHERZOLITE,44.93,0.14,2.65,3.15
LHERZOLITE,44.54,0.11,2.98,2.78
LHERZOLITE,44.93,0.13,3.91,3.44
LHERZOLITE,44.08,0.11,2.74,2.38
LHERZOLITE,44.01,0.03,2.03,2.15
LHERZOLITE,44.39,0.03,2.01,2.06
LHERZOLITE,43.93,0.11,2.21,2.64
LHERZOLITE,42.74,0.19,17.1,4
LHERZOLITE,42.43,0.11,15.2,3.16
LHERZOLITE,41.84,0.04,16.95,6.12
LHERZOLITE,44.24,0.03,13.44,6.37
LHERZOLITE,43.37,0.03,15.23,5.52
LHERZOLITE,42.69,0.03,15.15,6.66
LHERZOLITE,44.28,0.04,14.98,5.38
LHERZOLITE,42.94,0.03,15.63,5.48
LHERZOLITE,41.84,0.05,16.45,5.43
LHERZOLITE,45.14,0.06,12.6,7.8
LHERZOLITE,45.04,0.03,11.31,5.7
LHERZOLITE,44.73,0.03,11.45,5.56
LHERZOLITE,42.5,0.22,3.95,4.16
LHERZOLITE,40.79,0.17,3.17,3.07
LHERZOLITE,41.53,0.16,2.83,3.04
LHERZOLITE,40.24,0.13,2.84,3.15
LHERZOLITE,42.81,0.17,3.25,3.36
LHERZOLITE,42.88,0.14,3.9,3.39
LHERZOLITE,41.16,0.11,2.78,2.96
LHERZOLITE,43.56,0.16,4.05,3.69
LHERZOLITE,41.24,0.11,2.46,2.73
LHERZOLITE,40.74,0.05,2.13,2.22
LHERZOLITE,43.15,0.15,2.83,3.03
LHERZOLITE,41.8,0.06,2.29,2.21
LHERZOLITE,42.48,0.07,2.38,2.77
LHERZOLITE,41.03,0.05,1.85,1.99
LHERZOLITE,41.26,0.07,2.02,2.14
LHERZOLITE,40.92,0.03,0.97,1.48
LHERZOLITE,41.61,0.04,1.84,2.18
LHERZOLITE,40.63,0.05,1.96,2.25
LHERZOLITE,40.91,0.03,0.83,0.93
LHERZOLITE,41.09,0.03,0.86,1.17
LHERZOLITE,41.42,0.16,3.19,3.07
LHERZOLITE,41.33,0.21,3.86,3.69
LHERZOLITE,42.51,0.13,3.19,3.11
LHERZOLITE,41.63,0.14,2.98,2.74
LHERZOLITE,43.99,0.18,2.88,3.86
LHERZOLITE,41.76,0.13,2.48,2.45
LHERZOLITE,41.99,0.12,2.94,2.81
LHERZOLITE,39.92,0.11,2.36,2.52
LHERZOLITE,39.49,0.04,0.61,0.74
LHERZOLITE,41.36,0.06,2.19,2.66
LHERZOLITE,41.95,0.04,1.89,1.94
LHERZOLITE,40.04,0.04,1.63,2.05
LHERZOLITE,40.86,0.04,1.61,2.04
LHERZOLITE,40.9,0.04,1.52,1.82
LHERZOLITE,40.72,0.03,1.54,1.93
LHERZOLITE,41.21,0.05,1.67,1.84
LHERZOLITE,40.82,0.03,0.65,1.09
LHERZOLITE,42.41,0.04,1.62,2.38
LHERZOLITE,40.7,0.03,0.59,0.87
LHERZOLITE,39.35,0.03,0.35,0.37
LHERZOLITE,41.96,0.03,0.75,0.93
LHERZOLITE,41.68,0.18,3.68,3.74
LHERZOLITE,40.26,0.12,2.86,2.85
LHERZOLITE,43.36,0.19,3.68,3.97
LHERZOLITE,43.87,0.12,4.31,3.39
LHERZOLITE,44.22,0.02,2.1,2.02
LHERZOLITE,42.27,0.01,0.76,0.54
LHERZOLITE,43.22,0.01,1.55,1.63
LHERZOLITE,44.41,0.15,3.79,2.47
LHERZOLITE,44.96,0.14,3.57,3.19
LHERZOLITE,44.85,0.09,3.09,3.08
LHERZOLITE,44.37,0.01,0.86,0.93
LHERZOLITE,45.09,0.01,1.51,1.78
LHERZOLITE,44.85,0.02,2.46,2.25
LHERZOLITE,44.6,0.12,3.34,2.96
LHERZOLITE,43.95,0.02,0.86,0.94
LHERZOLITE,45.12,0.14,4.11,3.63
LHERZOLITE,44.53,0.04,2.78,2.12
LHERZOLITE,46.31,0.19,4.1,3.41
LHERZOLITE,41.93,0.17,16.31,6.21
LHERZOLITE,44.28,0.09,12.03,6.17
LHERZOLITE,44.2,0.09,11.52,7.41
LHERZOLITE,47.08,0.12,7.96,7.84
LHERZOLITE,43.5,0.05,2.5,2.1
LHERZOLITE,38.6,0.04,4.12,2.37
LHERZOLITE,44.2,0.13,2.4,3.6
LHERZOLITE,43.5,0.58,4.61,6.88
LHERZOLITE,45.91,0.002,0.686,1.457
LHERZOLITE,44.4,0.014,1.256,0.557
LHERZOLITE,44.15,0.03,3.59,5.5
LHERZOLITE,44.15,0.03,3.59,5.5
LHERZOLITE,46.06,0.02,2.848,3.113
LHERZOLITE,38.73,0.08,1.81,1.34
LHERZOLITE,41.69,0.08,2.29,1.71
LHERZOLITE,42.14,0.19,4,1.49
LHERZOLITE,45.13,0.027,1.751,1.553
LHERZOLITE,44.46,0.128,1.26,0.122
LHERZOLITE,42.66,0.02,1.8,3.19
LHERZOLITE,45.07,0.15,4.01,3.26
LHERZOLITE,45.62,0.14,3.87,3.28
LHERZOLITE,44.02,0.13,3.7,3.06
LHERZOLITE,44.4,0.2,4.01,3.29
LHERZOLITE,48.09,0.68,7.02,10.53
LHERZOLITE,44.16,0.13,3.66,3.03
LHERZOLITE,39.65,0.17,2.78,2.53
LHERZOLITE,40.42,0.17,1.8,2.33
LHERZOLITE,40.34,0.17,1.62,2.88
LHERZOLITE,39.62,0.2,2.81,2.55
LHERZOLITE,39.6,0.19,2.87,3.26
LHERZOLITE,40.1,0.14,4.2,1.82
LHERZOLITE,40.9,0.17,2.48,4.42
LHERZOLITE,40,0.29,3.9,3.3
LHERZOLITE,40.22,0.18,3.52,0.44
LHERZOLITE,41.75,0.18,3.58,1.83
LHERZOLITE,40,0.6,5.27,3.5
LHERZOLITE,41.6,0.06,1.33,0.82
LHERZOLITE,43.77,0.07,3.19,1.94
LHERZOLITE,44.05,0.12,3.46,3
LHERZOLITE,45.09,0.13,2.68,2.8
LHERZOLITE,44.87,0.16,3.74,3.16
LHERZOLITE,44.82,0.2,4.25,3.86
LHERZOLITE,44.89,0.15,3.77,3.31
LHERZOLITE,45.01,0.15,4.12,3.21
LHERZOLITE,44.73,0.16,4.31,3.51
LHERZOLITE,46.2,0.17,3.82,3.02
LHERZOLITE,50.87,0.27,6.21,5.02
LHERZOLITE,44.78,0.15,4.21,3.35
LHERZOLITE,44.43,0.14,4.09,3.39
LHERZOLITE,45.1,0.15,4.22,3.04
LHERZOLITE,44.92,0.21,4.29,3.47
LHERZOLITE,45.36,0.02,1.68,1.08
LHERZOLITE,48.58,0.23,6.88,5.52
LHERZOLITE,44.25,0.15,3.56,3.4
LHERZOLITE,38.55,0.04,2.04,0.37
LHERZOLITE,42.36,0.1,3.36,2.24
LHERZOLITE,37.62,0.03,1.72,0.5
LHERZOLITE,43.87,0.01,3.14,4.3
LHERZOLITE,40.52,0.2,3.64,0.45
LHERZOLITE,49.6,1.83,16.53,10.92
WEHRLITE,43.2,0.093,1.87,0.04
WEHRLITE,43.4,0.113,2.9,0.36
WEHRLITE,42.8,0.125,2.06,1.17
WEHRLITE,44.6,0.275,5.28,6.77
WEHRLITE,44.9,0.189,3.91,1.11
WEHRLITE,44.6,0.09,2.1,0.37
WEHRLITE,42.5,0.083,1.88,5.94
WEHRLITE,40.41,0.27,3.41,3.85
WEHRLITE,38.76,0.3,3.89,4.12
WEHRLITE,43.37,0.31,3.56,8
WEHRLITE,39.92,0.34,1.54,3.36
WEHRLITE,40.89,0.7,1.62,3.24
WEHRLITE,40.63,0.84,1.93,4.23
WEHRLITE,42.5,0.22,1.58,4.12
WEHRLITE,42.89,0.3,1.22,5.03
WEHRLITE,41.95,0.22,1.37,6.87
WEHRLITE,42.5,0.22,1.37,7.46
WEHRLITE,44.17,0.39,2.19,8.71
WEHRLITE,44.52,0.45,2.45,9.42
WEHRLITE,43.25,0.74,6.52,6.5
WEHRLITE,44.85,0.25,3.63,9.17
WEHRLITE,42.12,0.4,6.26,6.1
WEHRLITE,39.96,0.34,4.73,5.5
WEHRLITE,40.57,0.35,5.59,5.47
WEHRLITE,38.39,0.11,3.05,2.84
WEHRLITE,38.13,0.06,6.53,2.53
WEHRLITE,43.77,1.33,6.17,6.15
WEHRLITE,44.93,0.84,6.55,9.59
WEHRLITE,43.34,0.71,5.62,6.72
WEHRLITE,44.15,0.93,5.25,8.88
WEHRLITE,38.42,1.01,3.68,3.08
WEHRLITE,40,0.71,10.37,6.86
WEHRLITE,39.53,0.56,8.97,6.71
WEHRLITE,39.03,0.33,4.17,2.66
WEHRLITE,43.03,0.29,6.9,7.21
WEHRLITE,34.44,0.146,3.41,4.84
WEHRLITE,38.92,0.18,3.82,1.07
WEHRLITE,40.69,0.138,3.39,0.63
WEHRLITE,43.17,0.093,5.39,5.67
WEHRLITE,46.5,0.748,4.39,10.8
WEHRLITE,40.74,0.093,2.1,3.44
WEHRLITE,41.92,0.129,2.17,7.07
WEHRLITE,41.56,0.144,2.84,7.22
WEHRLITE,45.37,0.178,2.76,11.42
WEHRLITE,40.6,0.155,3.94,4.55
WEHRLITE,42.7,0.253,3.68,6.09
WEHRLITE,42.56,0.216,3.95,6.74
WEHRLITE,42.63,0.305,3.41,5.89
WEHRLITE,40.28,0.213,4.28,1.73
WEHRLITE,36.72,0.115,3.12,0.81
WEHRLITE,36.66,0.067,1.52,1.52
WEHRLITE,40,0.135,3.1,2.52
WEHRLITE,32.33,0.131,3.11,3.88
WEHRLITE,35.3,0.104,1.68,0.08
WEHRLITE,38.95,0.06,2.28,1.18
WEHRLITE,40.77,0.206,2.72,4.64
WEHRLITE,37.59,0.052,1.23,0.53
WEHRLITE,40.83,0.153,2.93,5.22
WEHRLITE,40.56,0.155,3.45,0.99
WEHRLITE,42.06,0.157,4.06,2.14
WEHRLITE,44.45,0.082,3.22,3.57
WEHRLITE,39.83,0.192,3.72,2.93
WEHRLITE,43.29,0.255,6.05,4.92
WEHRLITE,41.03,0.108,1.79,4.3
WEHRLITE,42.32,0.112,1.97,8.31
WEHRLITE,39.47,0.076,1.55,0.52
WEHRLITE,46.7,0.691,4.16,9.23
WEHRLITE,47.7,0.692,3.98,14.7
WEHRLITE,38.54,0.095,1.93,0.23
WEHRLITE,40.75,0.14,3.59,0.46
WEHRLITE,43.45,0.064,1.51,2.9
WEHRLITE,41.39,0.662,3.69,4.42
WEHRLITE,38.23,0.132,2.59,2.2
WEHRLITE,38.88,0.169,2.45,1.12
WEHRLITE,43.27,0.181,4.65,4.22
WEHRLITE,40.43,0.188,3.67,1.6
WEHRLITE,41.53,0.224,4.91,5.23
WEHRLITE,46.2,0.152,4.24,9.53
WEHRLITE,48.9,0.836,5.16,11.9
WEHRLITE,47.3,0.894,5.28,10.4
WEHRLITE,41.52,0.265,4.3,3.06
WEHRLITE,41.06,0.179,4.57,3.02
WEHRLITE,39.15,0.175,3.18,0.98
WEHRLITE,47.55,0.6,5.52,16.48
WEHRLITE,47.01,0.1,8.39,12.39
WEHRLITE,46.9,0.09,7.85,11.91
WEHRLITE,44.53,0.06,6.81,7.51
WEHRLITE,42.82,0.04,7.34,7.3
WEHRLITE,42.96,0.04,6.55,6.12
WEHRLITE,43.22,0.4,4.61,3.35
WEHRLITE,41.48,0.17,2.67,2.62
WEHRLITE,42.11,0.39,3.8,3.07
WEHRLITE,40.84,0.37,4.38,4.59
WEHRLITE,41.59,0.1,1.89,6.94
WEHRLITE,40.69,0.09,2.21,6.97
WEHRLITE,39.61,0.14,3.01,6.98
WEHRLITE,40.76,0.12,2.07,8.12
WEHRLITE,40.33,0.11,2.73,5.02
WEHRLITE,40.08,0.12,2.43,5.4
WEHRLITE,43.66,0.21,3.39,12.5
WEHRLITE,36.81,0.81,2.97,2.02
WEHRLITE,36.81,0.81,2.97,2.02
WEHRLITE,36.81,0.81,2.97,2.02
WEHRLITE,36.74,0.86,2.69,2.8
WEHRLITE,48.12,1.88,5.38,19.82
WEHRLITE,38.84,0.44,6.72,3.3
WEHRLITE,38.2,0.46,7.61,4.17
WEHRLITE,37.68,0.46,6.85,3.61
WEHRLITE,45.74,0.799,3.55,13.62
WEHRLITE,44.1,0.33,1.32,9.65
WEHRLITE,38,0.04,0.63,1.7
WEHRLITE,38.2,0.08,1.05,1.84
WEHRLITE,40.4,0.49,3.65,3.76
WEHRLITE,46,0.24,2.6,11.5
WEHRLITE,43.4,0.67,4.27,6.85
WEHRLITE,48.1,0.23,3.9,15.1
WEHRLITE,39.4,0.06,2.2,4.5
WEHRLITE,47.3,0.57,6.6,17.2
WEHRLITE,45.3,0.5,9.6,9.4
WEHRLITE,41.4,0.07,1.6,6.9
WEHRLITE,40,0.07,2.1,7
WEHRLITE,42,0.13,3.3,8.4
WEHRLITE,37,0.11,1.9,4.8
WEHRLITE,46.5,0.26,18.3,15.9
WEHRLITE,39.9,0.15,3.68,7.25
WEHRLITE,43.2,0.19,4.38,11.4
WEHRLITE,36.2,0.04,3.59,2.7
WEHRLITE,42,0.25,3.13,9.72
WEHRLITE,43.4,0.16,17.7,18.1
WEHRLITE,42.8,0.39,5.18,8.1
WEHRLITE,43,0.22,11.8,14
WEHRLITE,37,0.06,8.26,6.36
WEHRLITE,37,0.03,0.92,1.39
WEHRLITE,47.4,0.26,17.6,14.9
WEHRLITE,46.1,0.09,2.3,13.1
WEHRLITE,40.8,0.04,1.56,3.44
WEHRLITE,43,0.08,0.8,7.98
WEHRLITE,40.5,0.02,0.35,2.6
WEHRLITE,42.7,0.08,0.48,6.54
WEHRLITE,51.7,0.18,1.13,19.8
WEHRLITE,42.1,0.08,0.39,4.72
WEHRLITE,40.8,0.38,2.78,5.3
WEHRLITE,41.6,0.5,4.92,5.8
WEHRLITE,44.4,0.38,2.83,9.74
WEHRLITE,41.82,0.1,3.15,8.5
WEHRLITE,38.06,0.08,2.21,3.51
