131,43.85,1.65,1.44,52.044312
132,43.57,1.15,1.689,52.72
133,44.55,0.89,1.44,52.32
134,43.84,1.61,1.77,52.59
135,46.17,5.04,2.03,47.26
136,43.09,1.1,1.63,52.44719
137,44.16,2.87,1.86,51.0194
138,42.7,2.62,1.46,51.22807
139,46.05,0.91,1.46,51.11
140,46.67,0.81,1.46,50.6
141,48.01,0.93,1.46,49.07
142,42.48,2.54,1.85,50.66304
143,43.5,1.72,1.47,51.61353
144,43.29,1.44,1.47,52.88242
145,43.12,2.68,1.88,49.28718
146,42.26,1.31,1.88,52.56476
147,47.38,0.94,1.48,49.73
148,46.45,0.88,1.49,50.68
149,46.7,1.95,1.5,48.6788
150,39.5,1.59,1.5,56.788
151,43.41,1.33,1.51,51.61059
152,43.39,1.41,1.71,52.10032
153,44.58,2.68,1.51,50.92
154,45.1,1.97,1.52,49.3478
155,44.49,2.12,1.86,50.71698
156,45.28,1.74,1.918,50.64
157,44.17,1.74,1.95,51.05312
158,44.97,1.38,1.54,51.16
159,43.76,1.69,1.97,50.06759
160,42.78,1.75,1.853,51.37
161,44.23,1.9,1.93,49.74769
162,44.28,1.51,1.96,50.40749
163,42.66,2.44,1.91,50.99981
164,43.91,4.3,1.55,50.38342
165,43.84,2,1.96,49.70052
166,43.21,1.2,1.81,52.41151
167,43.25,1.07,1.91,52.36
168,43.56,1.42,1.98,51.2888
169,44.19,1.21,1.57,52.33
170,48.18,0.81,1.57,49.09
171,43.65,1.34,1.58,52.349402
172,46.01,2.5,1.59,47.46081
173,40.66,0.43,1.63,56.96
174,38.54,1.45,1.61,43.08553
175,44.1,1.75,2.01,49.89
176,43.94,1.08,1.61,51.46
177,43.85,1.12,1.61,52.81223
178,43.79,1.34,1.62,52.21292
179,44.68,1.5,2.02,47.28468
180,44.1,1.15,2.55,50.26435
181,43.89,1.58,2.02,51.84
182,41.75,1.26,2.02,53.95578
183,43.75,1.39,1.65,52.36817
184,45.28,2.12,1.65,50.64
185,48.2,2.17,1.65,47.53
186,43.58,2,2.02,50.82678
187,46.54,1.65,1.66,49.57
188,43.18,1.64,1.66,53.28
189,43.83,1.61,1.67,51.31
190,45.06,1.51,1.67,50.64433
191,44.48,2.48,1.67,50.59
192,43.65,1.81,2.06,50.48547
193,43.88,1.64,1.68,51.1215
194,43.84,1.64,1.68,51.4984
195,44.48,1.21,2.18,51.1
196,42.57,1.43,1.99,53.04
197,44.1,1.39,1.69,50.96503
198,42.67,2.05,1.69,51.5
199,43.69,1.41,1.69,52.14322
200,45.4,1.93,2.14,49.10776
201,42.52,1.7,1.7,50.91319
202,43.2,1.84,1.7,52.1586
203,45.2,1.65,2.115,50.91
204,44.4,1.57,1.72,50.29999
205,43.75,1.57,1.72,50.81312
206,43.04,0.94,1.73,52.65696
207,44,1.39,1.73,51.42141
208,42.69,1.91,2.028,53.12
209,46.05,1.72,1.73,49.98
210,44.65,1.46,1.74,50.13574
211,43.5,1.65,1.74,51.8
212,44.5,0.5,1.75,50.75698
213,42.92,1.67,2.65,50.92476
214,44.2,1.58,1.76,49.37
215,48.14,0.91,1.76,46.99
216,44.78,2.46,1.76,49.10018
217,44.71,1.54,1.76,51.44322
218,43.27,1.77,1.77,50.13717
219,42.56,1.61,1.77,51.82799
220,43.8,1.49,1.77,51.42426
221,44.4,2.49,1.78,49.13473
222,43.6,1.62,1.79,50.20887
223,46,2.05,1.79,48.34161
224,42.31,1.78,1.79,53.14
225,43.9,2.41,2.28,50.49425
226,43.06,1.5,2.21,50.51183
227,43.75,1.81,1.8,50.89951
228,45.6,2.5,1.8,48.77375
229,47.96,0.9,1.8,48.73
230,44.46,2.81,1.8,50.6609
231,43.8,1.94,1.8,53.2182
232,44.8,1.59,1.81,50.22424
233,44.68,1.52,1.81,50.15
234,43.89,1.26,1.81,52.42
235,45.06,4.62,1.81,47.79
236,44.71,1.63,2.26,53.1615
237,43.75,2.13,1.82,50.67
238,42.9,2.18,2.19,52.02143
239,45.02,1.53,1.82,50.53
240,44.6,1.85,1.83,49.93373
241,43.87,1.59,1.83,50.88547
242,38.1,0.61,3.2,43.54705
243,43.91,2.52,1.84,50.15
244,43.4,2.28,2.271,49.44433
245,44.2,1.56,1.85,50.32685
246,43.88,2.96,1.85,49.55678
247,53.64,23.43,2.61,20.11
248,42.26,1.98,1.86,53.27
249,43.4,1.61,2.153,52.42
250,56.63,0.67,2.38,40.23
251,43.23,0.76,1.88,47.2587
252,44.78,1.35,1.88,50.49412
253,41.54,1.83,2.14,53.50711
254,43.9,1,2.28,50.58668
255,43.4,1.93,2.25,51.4489
256,42.7,0.72,1.9,51.99655
257,43.44,1.84,1.9,50.60412
258,44.17,1.73,1.9,49.90362
259,43.9,1.62,1.9,51.4014
260,42.6,0.78,2.09,53.65526
261,42.8,1.83,1.9,52.79112
262,44.83,1.8,2.25,47.81
263,44.81,1.54,2.29,49.54473
264,44.51,1.22,1.91,50.83443
265,42.48,1.99,1.91,51.99
266,45.75,1.61,1.91,49.25342
267,44.26,0.66,1.92,53.25
268,43.7,1.73,2.34,49.87042
269,43.8,2.25,1.94,49.84483
270,43.98,1.83,2.62,50.60224
271,43.2,1.82,1.94,52.34395
272,42.84,1.96,1.95,50.37463
273,43.44,1.69,2.35,50.05598
274,40.47,1.58,2.28,53.33567
275,44.34,1.56,2.33,49.88
276,44.83,1.89,2.34,49.38
277,44.2,1.81,1.96,50.77
278,42.7,1.55,1.96,53.27323
279,44.56,2.27,1.97,49.7715
280,43.9,1.96,2.43,50.75597
281,43.63,1.39,1.98,51.15628
282,44.15,2.09,1.98,50.26918
283,44.57,0.96,1.98,49.52
284,42.74,1.86,2.358,52.67
285,44.26,2.03,1.99,51.1809
286,43.99,2.85,2.296,50.48
287,43.77,1.75,2,51.414372
288,43.4,1.8,2,51.83546
289,43.4,1.93,2.35,51.06598
290,43.68,1.6,2.01,51.91708
291,43.99,1.73,2.02,50.74989
292,43.3,2.25,2.03,50.59899
293,43.17,2.53,2.45,49.05153
294,44.69,1.75,2.04,50.66
295,42.62,1.99,2.05,47.30473
296,44.3,2.09,2.05,48.90321
297,43.93,1.95,2.05,51.35999
298,43.94,1.94,2.06,50.81019
299,44.2,1.98,2.46,50.52334
300,43.15,2.93,2.08,48.25322
301,43.69,1.69,2.08,51.1908
302,43.66,0.09,2.63,52.63233
303,43.08,1.43,2.09,51.86726
304,42.45,2.36,2.38,51.03094
305,42.48,2.38,2.86,51.2476
306,43.77,2.03,2.457,49.19464
307,42,0.75,2.1,54.61686
308,44.92,2.52,2.1,49.87
309,44.63,2.12,2.5,48.93638
310,45.51,2.24,2.11,48.86
311,44.03,1.57,2.59,50.89425
312,42.71,1.95,2.12,49.82
313,44.39,2.33,2.12,48.73433
314,43.5,1.99,2.13,50.06392
315,44.9,2.59,2.13,48.33928
316,44.42,2.31,2.49,50.82061
317,43.72,2.24,2.63,49.24281
318,45.44,2,2.57,50.35
319,32.14,3.18,2.15,49.97223
320,42.78,4.78,2.15,45.71771
321,44.12,1.41,2.15,50.08554
322,44.65,2.26,2.15,48.60766
323,44.12,1.88,2.15,49.9016
324,43.4,1.43,2.15,52.18296
325,43.88,1.94,2.16,48.75709
326,44.3,2.01,2.55,48.99052
327,43.89,2.35,2.16,50.79
328,44.4,2.57,2.17,50.55397
329,44.36,1.85,2.18,49.6217
330,43.97,3.48,2.481,49.69
331,43.71,1.8,2.6,49.50587
332,44.32,1.4,2.62,49.72719
333,44.27,2.02,2.2,50.59009
334,44.03,1.98,2.58,49.18618
335,43.89,2.79,2.21,49.27
336,44.2,2.78,2.22,47.64705
337,44.07,2.1,2.74,49.39
338,44.22,2.81,2.23,49.65
339,43.22,1.77,2.24,51.34809
340,45.4,1.92,2.57,49.82
341,44.7,3.26,2.25,48.04221
342,44.73,1.82,2.25,50.04
343,44.02,1.5,2.77,51.68
344,44.34,2.15,2.69,51.49574
345,43.8,1.81,2.27,48.4809
346,44.43,3.17,2.64,46.85214
347,44.01,2.71,2.27,48.97485
348,43.62,1.81,2.27,50.81231
349,43.46,1.83,2.74,50.57959
350,44.17316953,2.078053659,2.277615346,50.83305446
351,43.84,1.22,2.28,50.32413
352,44.69,1.62,2.28,49.76
353,44.44,1.36,2.706,50.66
354,44.4,1.94,2.29,49.38
355,44.92,1.46,2.29,50.31928
356,43.4,1.6,2.71,51.619
357,40.6,2.25,2.3,51.56947
358,44.6,2.02,2.3,49.44142
359,43.84,2.05,2.31,49.64422
360,43.44,2.18,2.57,50.73
361,44.53,1.37,2.742,50.75
362,44.22,1.64,2.74,49.02
363,43.97,2.27,2.34,50.05012
364,42.97,2.2,2.34,50.79373
365,44.15,2.21,2.87,49.46526
366,43.12,2.09,2.62,50.65296
367,44.12,1.8,2.83,50.74283
368,44.75,2.25,2.35,49.08271
369,43.29,2.84,2.63,49.21577
370,43.91,2.46,2.655,50.11
371,55.5,0.76,2.95,40.35
372,45,1.77,2.37,49.1698
373,44.57,1.93,2.37,50.45
374,43.21,2.35,2.859,49.47
375,44.86,2,2.38,48.97008
376,44.6,2.84,2.39,47.11331
377,44.23,1.93,2.77,49.68
378,44.69,2.38,2.4,46.32493
379,44.11,2.12,2.4,49.73807
380,42.84,3.45,2.822,48.98
381,44.45,2.51,2.4,47.95186
382,44.2,2.22,2.41,48.75726
383,43.9,1.89,2.86,50.15
384,44.39,1.91,2.41,50.67757
385,44.82,1.79,3.32,49.33821
386,44.56,2.2,2.42,48.04857
387,44.12,2.02,2.42,48.97769
388,46.62,2.41,2.8,47.7
389,45.13,1.09,2.43,49.16637
390,44.34,1.78,2.43,49.73736
391,44.5,1.94,2.43,49.54372
392,44.37,1.45,2.92,49.32415
393,42.89,1.28,2.45,50.86474
394,44.34,2.27,2.45,49.31021
395,44.56,2.69,3.1,48.10315
396,44.59,2.85,2.46,47.77746
397,45,1.98,2.46,48.79655
398,43.6,2.21,2.46,50.28567
399,43.41,2.39,2.93,49.99255
400,44.93,4.11,2.46,48.23
401,44.15,1.25,2.47,49.50535
402,44.13,2.26,2.47,48.55048
403,44.31,2.18,2.47,48.68937
404,44.49,2.18,2.47,48.97139
405,42.8,3.61,2.88,49.30133
406,46.71,2.36,2.88,47.31
407,44.44,2.24,2.48,48.68644
408,43.95,2.04,2.48,49.89414
409,44.48,3.24,2.92,48.54416
410,44.13,2.02,2.49,49.49203
411,43.86,2.12,2.49,50.05686
412,44.39,2.25,2.5,48.70644
413,42.05,4.59,2.5,48.57014
414,42.1,1.77,2.51,50.4604
415,43.67,1.75,2.82,50.0778
416,45.25,1.86,2.52,49.59
417,52.91,21.78,3.34,20
418,45.13,2.79,2.54,46.47109
419,44.2,2.66,2.55,48.38
420,43.82,1.18,2.83,51.61092
421,44.15,2.79,2.56,48.15
422,44.94,2.66,2.56,49.69
423,44.2,2.73,2.57,47.44372
424,44.6,2.49,2.57,48.10221
425,44.3,2.67,2.57,48.4
426,44.45,2.33,2.57,49.32433
427,45.1,1.6,2.99,49.39
428,43.99,2.43,2.98,48.37
429,45.05,2.15,2.58,48.87362
430,43.03,2.3,2.58,50.87
431,44.82,2.37,2.58,49.84
432,44.1,2.36,2.94,52.80292
433,44.34,1.82,2.59,50.14716
434,43.81,3.41,3.009,49.63
435,44.48,2.27,2.95,49.49
436,43.84,2.34,3.09,50.05021
437,43.43,2.32,2.6,51.35
438,44.77,2.12,2.61,48.11291
439,44.72,2.38,2.61,49.26605
440,41.6,4.61,2.72,48.26981
441,44.51,2.68,2.62,49.42
442,44.05,2.13,3.02,52.56019
443,44.23,2.78,3.11,48.51688
444,44.75,2.58,3.02,47.14497
445,43.81,2.27,2.64,49.75999
446,43.3,2.21,2.64,50.99
447,44.5,2.56,2.65,48.44
448,44.08,2.17,2.65,49.88514
449,45.61,2.71,2.65,48.64
450,46.92,3.55,2.65,46.27608
451,43.3,1.97,2.66,48.83817
452,44.17,2.31,2.66,48.60473
453,43.52,2.8,3.004,49.64
454,44.79,2.26,3,49.14
455,43.86,2.63,3,50.11
456,43.08936468,2.195686918,2.666199114,50.80562485
457,45.6,2.71,2.67,47.07
458,42.47,2.42,2.67,50.91
459,44.75,2.19,3.18,48.26524
460,43.48,3.56,2.68,49.03
461,44.36,2.32,2.68,50.1
462,46.11,3.05,2.69,46.42123
463,43.87,2.73,3.04,49.96
464,44.3,2.64,2.7,47.34949
465,44.3,2.31,2.7,48.26614
466,44.26,2.47,2.7,49.31
467,45.26,2.48,2.71,47.81614
468,45.41,2.52,3.1,47.51069
469,43.92,2.34,3.16,49.34
470,45.7,2.58,2.71,48.1086
471,43.98,2.27,2.71,50.23453
472,43.94,2.49,3.04,51.51343
473,42.5,4.98,2.72,45.42468
474,44.6,3.07,2.72,47.66
475,44.31,2.16,2.95,48.63
476,44.73,2.18,3.118,49.7
477,43.56,1.42,2.73,50.16372
478,45.31,2.28,3.13,48.1
479,44.48,2.12,3.15,49.04688
480,46.45,3.06,2.73,47.55
481,43.54,3.3,2.74,47.39618
482,43.21,2.01,3.136,49.37
483,43.78,2.68,2.74,48.64494
484,44.2,2.61,2.74,48.94301
485,44.5,2.65,2.74,48.8
486,44.31,1.93,2.74,49.73352
487,45.82,2.82,3.071,47.14
488,46.68,6.39,2.74,43.48
489,44.6,2.42,3.12,48.12
490,45.03,2.72,3.15,47.99931
491,43.06,1.7,2.76,49.66708
492,44.75,2.12,3.16,47.89
493,44.45,2.42,2.76,48.7
494,44.65,2.79,2.76,48.3407
495,46.45,2.63,2.76,47.77
496,44.7,1.85,3.1,51.48999
497,44.3,1.81,2.77,49.2617
498,43.62,2.5,2.79,49.06231
499,41.42,4.42,2.79,49.6322
500,44.1,3.07,2.8,47.67001
501,44.2,2.6,2.8,49.2
502,44.84,2.98,2.8,48.64888
503,42.23,3.76,3.22,48.03677
504,45.1,3,2.81,47.41575
505,44.6,2.99,2.82,47.42
506,44.01,2.16,2.82,49.48029
507,44.42,2.57,2.82,49.63
508,44.15,2.18,3.19,49.08
509,46.62,3.57,2.83,46.11
510,43.83,2.3,2.83,50.83
511,44.94,1.16,3.02,49.43274
512,44.37,2.74,2.84,49.54
513,45.81,1.45,3.53,48.95
514,43.8,4.35,2.85,44.94494
515,44.99,3.1,2.85,46.36083
516,43.74,2.18,3.56,49.80144
517,43.94644411,2.369971258,2.856368878,50.00196066
518,44.41,2.35,2.86,48.21332
519,42.09,4.18,2.86,48.42
520,44.01,2.68,3.193,48.81
521,45.2,2.92,2.86,48.10274
522,45.07,2.07,3.24,48.63
523,44.42,2.89,2.87,49.65
524,44.65,4.25,3.24,49.21807
525,44.6,2.57,3.29,48.4489
526,44.22,2.15,2.88,49.71322
527,45,2.38,2.89,47.59433
528,44.9,2.77,2.89,47.20887
529,44.45,2.35,2.89,48.08433
530,45.55,2.83,2.89,48.39
531,44.33,2.85,2.9,46.89901
532,44.5,2.53,3.25,49.10698
533,44.7,2.91,2.91,47.72
534,44.54,2.89,3.29,50.52908
535,44.8,2.76,2.92,47.65637
536,44.85,7.24,3.31,43.16497
537,45.8,2.82,2.92,47.58062
538,43.92,3.56,3.271,48.87
539,44.18,2.69,3.31,50.68938
540,43.96,2.58,3.3,47.78456
541,44.9,2.38,2.93,47.46958
542,45.38,2.36,2.93,47.32614
543,44.24,4.19,3.351,47.87
544,44.2,2.69,3.39,50.98292
545,44.7,2.88,2.95,47.48
546,43.97,2.8,2.96,49.17588
547,44.34,2.54,4.05,48.53658
548,45.1,3.29,2.97,46.64849
549,43.64,2.36,3.398,48.21
550,45.19,2.5,3.41,48.2085
551,44.38,2.48,3.44,51.50463
552,43.6,2.58,3.38,48.32052
553,46.32,3.96,2.99,45.86
554,44.63,2.6,3,48.04958
555,44.08,2.23,3.31,48.90162
556,44.5,2.7,3,48.9
557,43.8,3.18,3.01,47.69252
558,44.48,2.55,3.45,48.57
559,42.38,2.64,3.03,49.26
560,44.64,2.6,3.03,48.01201
561,45.16,2.96,3.03,48.45
562,44.19,3.38,3.424,48.72
563,44.32,2.43,3.46,47.78685
564,44.49,2.55,3.52,48.5493
565,43.56,2.49,3.35,47.97625
566,44.65,2.6,3.06,48.35605
567,44.13,2.87,3.41,50.79898
568,44.9,2.36,3.07,45.23706
569,44.6,2.62,3.49,47.66799
570,44.74,2.75,3.55,48.09233
571,43.84,2.16,3.35,49.98092
572,43.72,2.22,3.08,48.3111
573,44.5,2.62,3.08,47.23695
574,44.54,2.69,3.08,47.43564
575,41.41,1.91,3.08,50.96192
576,44.69,2.58,3.08,47.70534
577,44.45,2.31,3.45,48.75
578,45.7,3.5,3.08,47.38
579,44.06,3.57,3.47,48.65
580,44.62,3.1,3.09,46.75517
581,45.4,3.8,3.44,45.58434
582,44.38,2.5,3.09,48.5215
583,43.27,2.7,3.09,50.3
584,46.68,2.79,3.1,44.2319
585,43.37,3.17,3.44,49.02385
586,43.74,3.08,3.58,47.43001
587,44.5,3.1,3.51,47.31627
588,43.69,3.04,3.491,48.61
589,44.95,3.17,3.12,46.42
590,45.1,2.74,3.12,47.09
591,44.75,2.7,3.12,47.83231
592,44.7,2.92,3.56,47.67486
593,43.53,1.41,3.42,50.72992
594,44.44,2.85,3.56,50.42898
595,44.58,2.7,3.45,50.72797
596,44.99,3.16,3.13,46.71665
597,44.62,2.66,3.13,49.08
598,44.15,4.57,3.14,45.62
599,45.05,2.82,3.14,47.43
600,44.98,3.26,3.64,47.65
601,44.69,2.54,3.59,49.29
602,45.09,3,3.5,49.52534
603,44.66,2.75,3.15,47.21962
604,44.87,2.76,3.5,46.74
605,43.22,3.16,3.16,48.52
606,44.22,2.6,3.5742,48.89434
607,44.96,2.97,3.57,50.08312
608,44.97,2.34,3.17,47.47254
609,45.5,2.39,3.17,47.11919
610,44.32,3.03,3.64,47.52031
611,46.55,2.96,3.595,46.26
612,44.03342667,2.7146265,3.170815482,49.06354237
613,44.37,2.72,3.18,47.87585
614,44.57,3.54,3.19,45.98209
615,44.56,2.81,3.19,47.86837
616,43.9,2.73,3.19,48.7511
617,44.53,2.69,3.6,48.04
618,45.2,3.28,3.2,46.08756
619,44.22,2.92,3.58,48.4
620,43.79,3.2,3.2,49.15
621,44.48,3.23,3.21,46.88
622,44.79,2.78,3.21,48.19494
623,45.12,4.47,3.21,46.62
624,44.4,2.42,3.22,47.93362
625,43.8,3.08,3.22,48.09717
626,44.95,3.17,3.64,47.23
627,45.09,3.33,3.74,46.98
628,44.55,2.87,3.59,48.49
629,44.5,3.16,3.6,50.64919
630,45.8,3.59,3.57,45.16747
631,45.23,2.71,3.24,46.73
632,43.82,3.12,3.24,51.17458
633,45.24,2.78,3.25,47.96
634,42.97,3.53,3.646,48.91
635,45.27,3.11,3.25,47.79
636,41.64,1.96,3.74,50.99905
637,44.39,0.94,3.72,49.66598
638,44.25,2.54,3.27,48.5292
639,43.42,3.41,3.29,45.14911
640,44.3,3.75,3.29,45.05382
641,44.52,2.97,3.29,47.64
642,44.23,2.47,3.63,48.3
643,44.21127874,2.573072425,3.296399356,49.0396637
644,45.08,2.95,3.3,45.61877
645,44.6,2.9,3.3,48.3
646,43.8,3.77,3.31,47.04494
647,44.42,3.25,3.31,47.34901
648,49.23,1.72,4.17,43.64627
649,44.94,3,3.32,48.09
650,43.02,2.58,3.33,47.43163
651,44.94,3.48,3.33,47.7
652,44.45,3.43,3.33,48.34
653,44.1,2.83,3.34,47.4597
654,44.63,2.7,3.34,47.46948
655,45.1,3.08,3.71,47.51
656,45.04,3.13,3.7,43.81174
657,44.48,2.86,3.35,47.97453
658,44.41,2.76,3.717,48.46
659,44.65,2.94,3.35,48.89
660,43.73831126,1.994296213,3.353790702,49.75772858
661,43.66,3.59,3.71,47.12446
662,47.1,3.69,3.36,44.73536
663,43.48,3.17,3.74,44.83103
664,45.29,3.1,3.73,45.70486
665,44.14,3.25,3.37,47.62224
666,44.58,2.51,3.37,47.95433
667,43.94,3.3,3.37,48.13534
668,44.76,3.55,3.73,47.79
669,44.25,3.72,3.728,47.84
670,43.8,2.83,3.4,46.92241
671,44.18,2.98,3.75,46.71
672,44.57,2.8,3.4,47.82737
673,45.1,2.76,3.78,47.30951
674,44.4,2.7,3.4,48.4
675,44.4,2.34,3.4,48.67961
676,44.45,2.83,3.75,47.07
677,44.15,2.92,3.41,48.53484
678,44.7,3.18,3.42,46.61
679,44.77,2.52,3.42,47.87716
680,44.26,2.78,3.42,48.38676
681,44.35,3.05,3.82,47.75
682,44.82,3.24,3.42,47.96
683,44.94,3.69,3.43,45.33544
684,45.67,3.85,3.43,45.59716
685,45.44,3.22,3.43,47.68
686,55.64,0.49,3.81,39.83
687,43.72,1.11,3.8,51.12
688,43.87,3.05,3.81,46.75322
689,46.3,2.9,3.45,44.39345
690,44.6,2.81,3.45,47.16503
691,44.3,3.02,3.46,46.58312
692,43.7,3.34,3.46,47.26181
693,44.58,2.96,3.86,46.94
694,42.28,4.59,3.47,43.44962
695,43.8,3.09,3.47,47.20787
696,43.37,2.72,3.47,48.39969
697,44.77,2.87,3.47,48.12868
698,45.61,3.24,3.47,47.34
699,44.96,2.84,3.48,47.68403
700,45.53,3.01,3.48,47.65
701,44.06,3.73,3.49,44.41689
702,43.07,2.64,3.49,47.78739
703,44.3,2.85,3.49,47.1799
704,44.79,3.21,3.84,46.12
705,44.29,2.68,3.49,47.69574
706,45.02,3.3,3.49,46.54103
707,44.29,3.3,3.853,47.21
708,45.92,6.86,3.49,43.14
709,44.46,3.16,3.89,51.35697
710,44.19816512,2.738610406,3.498089802,48.03669716
711,44.79,3.08,3.5,46.91534
712,42.6,0.79,3.5,51.79888
713,46.5,3.43,3.5,44.87697
714,44.5,3.2,3.5,48.2
715,44.6,3.2,3.5,48
716,44.69,3.16,3.9,49.82423
717,44.2,3.22,3.9,46.68274
718,44.1,2.89,3.51,48.02029
719,45.16,3.13,3.51,46.8304
720,42.62,3.19,3.52,45.07103
721,44.48,3.23,3.52,46.37
722,44.7,2.96,3.52,47.08909
723,55.33,0.51,3.98,39.59
724,45.33,4.63,3.53,42.71988
725,44.5,2.74,3.53,46.65049
726,45.36,3.7,3.53,45.79817
727,45.19,3.18,3.91,46.5
728,41.9,3.08,3.54,42.89
729,44.1,3.73,3.54,46.18423
730,44.5,3.23,3.98,46.2
731,46.9,3.45,3.89,43.49666
732,44.1,2.77,3.89,48.23364
733,43.7,3.66,3.56,46.66514
734,45.63,3.12,3.56,45.34109
735,45,2.61,3.56,46.79766
736,44.85,3.1,4.02,48.12
737,44.25,3,3.58,46.33
738,44.8,3.31,3.58,45.67746
739,43.83,3.89,3.83,46.40842
740,54.53,5,3.58,36.10255
741,44.7,3.2,3.94,47.27
742,44.8,2.99,4.01,48.14
743,43.57,3.01,3.59,47.86001
744,45.72,2.75,3.59,46.77
745,44.67,2.99,3.6,46.8008
746,44.6,2.47,3.97,47.46051
747,42.89,3.12,3.98,48.4773
748,44.84,3.2,3.61,47.57756
749,44.8,4.03,3.96,45.62474
750,45.13,2.83,3.63,47.12
751,39.03,3.15,3.65,50.80953
752,46.74,3.73,3.65,45.18
753,49.59,16.66,3.66,27.44748
754,44.5,2.93,4.1,46.8
755,44.84,3.97,3.66,46.7
756,44.86,3.95,3.66,46.7
757,40.84,3.51,3.67,49.1
758,44.21,3.11,3.67,46.84898
