ROCK NAME,LATITUDE,LONGITUDE,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FEOT,MGO,CAO,NA2O,K2O,P2O5,MNO,CR2O3
DUNITE,68.2639,-161.054,38.3,,0.39,,,,,46.1,0.42,0.25,,,0.15,
DUNITE,68.2639,-161.054,44.7,0.05,1.22,,,,,34.8,9.41,0.26,,,0.13,
DUNITE,68.2667,-161.058,39.5,,0.91,,,,,41.4,2.9,0.24,,,0.16,
DUNITE,68.2667,-161.058,48.1,0.17,2.85,,,,,23.6,16.7,0.26,,,0.13,
DUNITE,68.2667,-161.058,33.8,,0.38,,,,,40.6,0.03,0.2,,,0.12,
HARZBURGITE,60.2772,-161.065,40,,0.68,,,,,40.2,0.81,0.21,,,0.12,
HARZBURGITE,68.2772,-161.065,40.5,,0.72,,,,,41.4,0.95,0.23,,,0.12,
WEHRLITE,68.2606,-161.048,46.5,0.26,18.3,,,,,10.2,15.9,1.16,,,0.13,
WEHRLITE,68.2606,-161.048,39.6,,0.72,,,,,45.9,0.59,0.24,,,0.18,
DUNITE,68.2606,-161.048,39.7,,0.75,,,,,45.8,0.74,0.24,,,0.18,
WEHRLITE,68.2606,-161.048,38.5,,1.08,,,,,42.7,1.32,0.23,,,0.19,
WEHRLITE,68.2367,-161.011,39.9,0.15,3.68,,,,,28.8,7.25,0.2,,,0.15,
WEHRLITE,68.2294,-161.004,43.2,0.19,4.38,,,,,25.7,11.4,0.38,,,0.16,
WEHRLITE,68.2283,-161.836,36.2,0.04,3.59,,,,,34.8,2.7,0.25,,,0.18,
WEHRLITE,68.3033,-160.769,42,0.25,3.13,,,,,26.5,9.72,0.26,,,0.15,
WEHRLITE,68.3033,-160.769,43.4,0.16,17.7,,,,,9.89,18.1,0.39,0.03,,0.08,
DUNITE,68.3061,-160.767,34.9,,0.44,,,,,40.9,0.3,0.22,,,0.18,
DUNITE,68.3083,-160.767,29.7,0.06,2.91,,,,,35.9,0.16,0.18,0.02,,0.15,
DUNITE,68.3122,-160.766,34.3,,0.94,,,,,40.2,0.99,0.23,,,0.14,
WEHRLITE,68.3233,-160.746,42.8,0.39,5.18,,,,,27.3,8.1,0.67,0.03,,0.22,
DUNITE,68.3233,-160.746,31.9,0.03,1.08,,,,,39.3,0.12,0.19,,,0.13,
WEHRLITE,68.3244,-160.743,39.2,,0.61,,,,,38.9,4.17,0.25,,,0.15,
WEHRLITE,68.3244,-160.743,39,,0.88,,,,,41.5,1.17,0.24,,,0.15,
HARZBURGITE,68.3264,-160.762,40.1,,1.52,,,,,37.5,1.71,0.2,,,0.12,
HARZBURGITE,68.3264,-160.762,40.6,,1.65,,,,,38.6,1.88,0.21,,,0.12,
HARZBURGITE,68.3264,-160.762,38.3,,0.6,,,,,37.8,0.62,0.19,,,0.13,
HARZBURGITE,68.3264,-160.762,40.5,,0.71,,,,,39.3,0.78,0.23,,,0.13,
DUNITE,68.2572,-161.705,40.2,0.02,0.73,,,,,40.2,4.42,0.26,0.02,,0.14,
DUNITE,68.2583,-161.706,36.1,,0.63,,,,,40.4,1.69,0.25,,,0.15,
DUNITE,68.2606,-161.706,42.6,0.19,20.4,,,,,8.48,16.6,1.03,,,0.1,
DUNITE,68.2617,-161.708,50.2,0.11,2.64,,,,,20.4,20.1,0.24,,,0.09,
DUNITE,68.2628,-161.71,48.1,0.27,3.65,,,,,20.3,18.2,0.32,,,0.13,
DUNITE,68.2628,-161.71,37.8,,0.59,,,,,43.7,0.42,0.23,,,0.21,
DUNITE,68.2667,-161.727,51.1,0.21,3.51,,,,,16.9,23,0.18,,,0.1,
DUNITE,68.2683,-161.735,48,1.6,13.8,,,,,7.97,8.88,3.25,0.4,0.15,0.17,
DUNITE,68.265,-161.841,33.8,1.73,13.4,,,,,5.97,25,,0.32,0.5,0.4,
DUNITE,68.27,-161.837,48.5,1.12,15.7,,,,,3.38,8.7,4.29,3.59,0.31,0.31,
DUNITE,68.2667,-161.839,40,1.27,11.6,,,,,6.66,23,0.17,,0.16,0.22,
DUNITE,68.2667,-161.839,5.33,0.17,1.22,,,,,0.73,51.4,0.21,0.39,0.09,0.15,
DUNITE,68.2667,-161.839,51.4,0.72,16.1,,,,,2.36,9.04,6.21,1.32,0.15,0.09,
WEHRLITE,68.3278,-160.733,37.9,,0.21,,,,,37.4,0.19,0.24,,,0.15,
DUNITE,68.3278,-160.733,37.6,0.03,0.59,,,,,41.5,1.23,0.25,,,0.18,
WEHRLITE,68.3278,-160.733,39,,0.62,,,,,37.5,4.52,0.28,,,0.15,
WEHRLITE,68.3278,-160.733,43,0.22,11.8,,,,,17.6,14,0.5,,,0.13,
DUNITE,68.3278,-160.733,35.2,,0.49,,,,,40.7,0.13,0.3,0.02,,0.1,
WEHRLITE,68.3278,-160.733,37,0.06,8.26,,,,,24.3,6.36,0.29,,,0.25,
DUNITE,68.1111,-162.103,35.3,,0.48,,,,,40.6,0.12,0.26,,,0.13,
DUNITE,68.1194,-162.083,35.6,,1.21,,,,,41.9,0.13,0.28,,,0.12,
DUNITE,68.1778,-162.125,37.6,,0.25,,,,,41.5,0.14,0.24,,,0.11,
DUNITE,68.1806,-162.119,35.6,,0.97,,,,,41.4,0.09,0.25,,,0.13,
DUNITE,68.1944,-162.008,36.3,,0.72,,,,,44.4,0.21,0.25,,,0.13,
DUNITE,68.1889,-162.014,31.9,0.05,2.74,,,,,39.3,0.12,0.24,,,0.15,
DUNITE,68.1806,-162.011,34.1,0.08,2.94,,,,,40.9,0.32,0.23,,,0.16,
WEHRLITE,68.2444,-161.733,37,0.03,0.92,,,,,39.8,1.39,0.26,,,0.17,
DUNITE,68.2444,-161.733,35.1,,1.18,,,,,40.6,0.24,0.22,,,0.14,
LHERZOLITE,68.2556,-161.85,39.8,,0.87,,,,,41,0.84,0.23,,,0.12,
LHERZOLITE,68.2639,-161.844,39,,0.87,,,,,39.1,0.64,0.23,,,0.11,
LHERZOLITE,68.2639,-161.844,39.9,,0.83,,,,,41.5,0.91,0.29,,,0.12,
WEHRLITE,68.3167,-158.413,47.4,0.26,17.6,2.2,,4.9,,10,14.9,1.5,,0.02,0.16,
WEHRLITE,68.3278,-158.4,46.1,0.09,2.3,2.3,,3.8,,27.8,13.1,,,0.02,0.15,
PERIDOTITE,35.75,-121.25,,,,,,,,,,0.0075,0.0004,,,
DUNITE,35.75,-121.25,,,,,,,,,,0.005,0.0005,,,
DUNITE,35.75,-121.25,,,,,,,,,,0.0035,0.0003,,,
PERIDOTITE,35.75,-121.25,,,,,,,,,,0.018,0.0032,,,
DUNITE,35.75,-121.25,,,,,,,,,,0.01,,,,
DUNITE,35.75,-121.25,,,,,,,,,,,0.0002,,,
PERIDOTITE,35.75,-121.25,,,,,,,,,,0.018,0.00075,,,
DUNITE,35.75,-121.25,,,,,,,,,,0.004,0.0007,,,
PERIDOTITE,35.75,-121.25,,,,,,,,,,0.0075,0.00025,,,
PERIDOTITE,35.75,-121.25,,,,,,,,,,0.009,0.00025,,,
DUNITE,35.75,-121.25,,,,,,,,,,0.003,,,,
PERIDOTITE,35.75,-121.25,,,,,,,,,,0.011,0.0007,,,
DUNITE,35.75,-121.25,,,,,,,,,,0.004,0.0002,,,
DUNITE,35.75,-121.25,,,,,,,,,,0.004,,,,
PERIDOTITE,35.75,-121.25,,,,,,,,,,0.015,0.0014,,,
DUNITE,35.75,-121.25,,,,,,,,,,0.0085,0.0001,,,
PERIDOTITE,35.75,-121.25,,,,,,,,,,0.009,0.001,,,
DUNITE,58.8833,-137.7,40.5,0.04,1.3,1.2,,9.4,,44.4,1.4,0.07,0.05,0.05,0.16,
PERIDOTITE,58.9,-137.783,44.2,0.21,3.7,1.7,,7.6,,29.3,10.6,0.32,0.08,0.04,0.15,
DUNITE,58.8833,-137.7,38.8,0.03,0.81,3.2,,7.6,,43.8,0.7,0.04,0.1,0.04,0.16,
PERIDOTITE,44.25,-118.75,35.2,,0.3,2.9,,4,,42.3,0.29,0.03,0.07,0.03,0.11,
PERIDOTITE,44.25,-118.75,37.1,,0.11,1.3,,5.3,,45,0.24,0.03,0.06,0.03,0.09,
PERIDOTITE,44.25,-118.75,41.5,,0.86,2,,5.2,,42.6,0.64,0.02,0.07,0.03,0.12,
PERIDOTITE,44.25,-118.75,41,,0.86,1.8,,5.7,,41.8,0.97,0.02,0.04,0.04,0.13,
PERIDOTITE,44.25,-118.75,42.8,,1.5,0.81,,6.9,,42.9,1.2,0.04,0.04,0.04,0.14,
PERIDOTITE,37.4,-121.4,46.5,0.25,7,2.6,,6.5,,21.6,11,0.43,0.14,0.06,0.18,
PERIDOTITE,58.9253,-161.754,51.4,0.31,2.2,1.6,,3.9,,19.8,19.7,0.26,,0.02,0.08,
DUNITE,58.9519,-161.743,37.1,0.06,0.5,4.6,,5.6,,42.6,0.67,0.16,,0.02,0.11,
DUNITE,58.9497,-161.746,36.6,0.12,0.76,4.6,,4.9,,42.9,0.26,0.06,,0.02,0.11,
DUNITE,58.9497,-161.746,48.9,0.55,4.1,2.3,,6,,17.3,19.2,0.45,0.1,0.04,0.11,
DUNITE,58.9481,-161.75,37.4,0.03,0.42,3.7,,5.7,,43.7,0.22,0.06,,0.02,0.11,
DUNITE,58.9472,-161.752,38.1,0.03,0.34,3.8,,7.6,,40.8,0.45,0.13,,0.02,0.16,
DUNITE,58.9461,-161.754,37.1,0.04,0.46,4.4,,5.1,,43.4,0.29,0.06,,0.03,0.11,
DUNITE,58.9461,-161.754,37.8,0.08,0.76,5.7,,10,,37.6,1.6,0.06,,0.01,0.22,
DUNITE,58.9439,-161.756,37.8,0.05,0.34,3.3,,5.6,,44.4,0.35,0.03,,0.02,0.11,
DUNITE,58.9414,-161.758,37.7,0.03,0.42,4,,8.3,,42.7,0.26,0.03,,0.02,0.19,
DUNITE,58.9389,-161.759,37.8,0.02,0.42,3.6,,6,,43.9,0.26,0.06,,0.01,0.11,
DUNITE,58.9372,-161.764,38.1,0.02,0.42,3.5,,7.3,,44,0.29,,,0.01,0.11,
DUNITE,58.9239,-161.784,39.4,0.24,1.7,5.8,,10.2,,34,3.6,,,0.04,0.22,
DUNITE,58.9289,-161.784,37.8,0.11,0.86,3.6,,6.5,,42.1,0.83,0.03,,,0.11,
DUNITE,58.9289,-161.784,43.7,1,15.6,3.2,,6.9,,9.1,11.8,3.9,1.1,0.32,0.16,
DUNITE,58.9361,-161.783,51.4,0.22,1.7,1.5,,3.8,,20.2,20.2,0.13,,0.04,0.08,
DUNITE,58.7011,-161.851,37.4,0.14,2.6,8,,2.6,,36.8,0.12,0.03,,0.02,0.11,
PERIDOTITE,58.7167,-161.848,42.6,0.3,4.5,4,,5.2,,27.6,6.9,0.29,,0.04,0.08,
DUNITE,58.9728,-161.734,35.1,0.09,0.5,5.7,,4.2,,39.6,0.93,0.1,,,0.11,
PERIDOTITE,58.9642,-161.633,39.4,0.12,0.99,2.3,,9,,43.5,1.3,0.13,,0.02,0.16,
PERIDOTITE,58.9625,-161.641,38.7,0.1,0.95,3.4,,9.2,,41.7,1.1,0.06,,0.07,0.16,
PERIDOTITE,58.9367,-161.765,37.9,0.06,0.69,3.9,,6.6,,42.7,0.42,,,0.01,0.11,
PERIDOTITE,58.9361,-161.768,37.1,0.04,0.74,4.6,,6.2,,40.8,2,,0.28,,0.23,
PERIDOTITE,58.7061,-161.837,38.6,0.16,5,7,,4.8,,31.2,3,0.03,,0.01,0.18,
PERIDOTITE,58.9342,-161.769,35.2,0.06,0.83,5.2,,6.6,,42,0.32,,0.03,,0.23,
PERIDOTITE,58.9319,-161.772,37.1,0.06,0.64,2.9,,5.7,,43.8,0.96,0.06,0.06,,0.18,
PERIDOTITE,58.9292,-161.773,37.1,0.03,0.54,4.1,,5,,41.2,0.03,,,,0.18,
PERIDOTITE,58.9264,-161.774,37.4,0.04,0.58,4,,6.6,,44.1,0.06,,,0.01,0.31,
PERIDOTITE,58.9236,-161.775,36.3,0.03,0.54,5.5,,6.7,,42.1,0.12,,,,0.26,
PERIDOTITE,58.9206,-161.776,36.6,0.02,0.64,4.2,,5.1,,43.2,0.06,,,,0.23,
PERIDOTITE,58.9533,-161.741,37.1,0.02,0.46,4,,5.7,,44.5,0.12,,,,0.23,
PERIDOTITE,58.9556,-161.74,36.6,0.03,0.74,5.2,,7.7,,42.2,0.19,,,0.01,0.26,
PERIDOTITE,58.9564,-161.739,38.4,0.03,1.2,6.6,,4.2,,39.7,0.61,,,0.04,0.23,
PERIDOTITE,58.9572,-161.738,37.1,0.03,0.54,11.7,,0.08,,40.7,0.64,0.03,0.03,,0.23,
PERIDOTITE,58.9597,-161.737,37.4,0.05,0.64,8.6,,5.3,,41.2,0.12,,,,0.26,
PERIDOTITE,58.9619,-161.738,36.6,0.02,0.54,1.7,,8.6,,41.8,0.32,,,,0.23,
PERIDOTITE,58.9639,-161.739,37.4,0.01,0.54,6.1,,4.9,,43.3,0.12,,,,0.23,
PERIDOTITE,58.9658,-161.74,36.6,0.02,0.5,6,,6.1,,42,0.48,,,,0.23,
DUNITE,58.9522,-161.728,37.1,0.02,0.64,4.8,,6.4,,42.9,0.19,,,,0.23,
DUNITE,58.9519,-161.723,37.7,0.04,0.74,4.2,,8.6,,43,0.09,,,,0.31,
DUNITE,58.9392,-161.753,37.1,0.03,0.64,4.8,,6.6,,42.8,0.12,,,,0.26,
DUNITE,58.9378,-161.749,36.6,0.01,0.46,4.6,,5.9,,43.4,0.09,,,,0.23,
DUNITE,58.9364,-161.744,37.1,0.02,0.54,4.3,,7.1,,42.9,0.32,,,,0.26,
DUNITE,58.935,-161.74,36.6,0.03,0.64,5.1,,5.8,,42.4,0.12,,,0.04,0.23,
PERIDOTITE,58.9164,-161.774,50.4,0.38,3,2.9,,4.6,,18,19.8,0.16,,0.07,0.14,
PERIDOTITE,58.9683,-161.74,36.6,0.04,0.83,4.8,,6.8,,41.9,0.64,,0.03,0.01,0.26,
PERIDOTITE,58.9706,-161.738,39,0.02,0.54,3.6,,6.5,,41.6,0.12,,,,0.18,
PERIDOTITE,58.9725,-161.735,36.1,0.12,0.5,5.6,,5.8,,39.6,0.35,,,0.02,0.23,
DUNITE,58.9161,-161.774,39,0.04,0.64,5.9,,5.2,,36.8,2.6,,,0.02,0.26,
DUNITE,58.9522,-161.738,37.7,,0.46,6.3,,5.8,,41.6,0.06,,,,0.18,
DUNITE,58.9522,-161.733,37.7,0.02,0.5,3.9,,7.1,,41.2,0.51,,,0.17,0.23,
DUNITE,59,-161.625,36.1,0.03,0.74,7.9,,3.8,,40.5,0.32,,,,0.26,
DUNITE,58.9744,-161.728,37.4,0.01,0.54,4.6,,6.3,,42.8,0.38,,,,0.26,
DUNITE,58.9742,-161.723,36.6,0.01,0.54,5.2,,5.8,,42.3,0.06,,,,0.23,
DUNITE,58.6386,-162.08,37.7,0.01,5.7,4.1,,5.1,,34.8,,,,,0.18,
DUNITE,58.9739,-161.731,36.7,0.02,0.5,4.6,,5.9,,43.2,0.34,,,0.02,0.21,
DUNITE,58.9364,-161.731,35.9,0.05,0.59,8.1,,3.1,,38.3,0.31,,,0.01,0.21,
DUNITE,58.9567,-161.716,38.1,0.1,0.59,4.7,,6,,43.1,0.43,,,0.01,0.21,
DUNITE,58.9558,-161.713,37,0.04,0.5,6.2,,4.8,,41.3,0.71,,,0.03,0.21,
DUNITE,58.9519,-161.705,37.4,0.03,0.59,5.4,,4.8,,43.5,0.34,,,0.01,0.18,
DUNITE,58.6636,-162.019,40,0.06,4.8,4.2,,5.6,,32.5,1.3,,,0.01,0.18,
HARZBURGITE,42.2194,-123.971,43.4,0.02,0.25,0.52,,7.8,,45.3,0.91,,0.07,0.04,0.14,
DUNITE,42.2194,-123.971,39.9,0.02,0.2,1.2,,8.5,,47.3,0.17,,0.05,0.03,0.13,
DUNITE,42.2194,-123.971,39.8,0.03,,1.4,,6.4,,49.1,0.08,,0.07,0.03,0.11,
DUNITE,42.2194,-123.971,39.9,0.02,0.2,1.5,,5.2,,48.5,0.18,0.02,0.08,0.02,0.12,
HARZBURGITE,42.2194,-123.971,43.6,0.03,0.52,0.54,,7.6,,44,0.95,0.02,0.05,0.03,0.13,
HARZBURGITE,42.2194,-123.971,43.4,0.02,0.82,0.92,,6.8,,42.8,0.94,,0.08,0.04,0.14,
HARZBURGITE,42.2194,-123.971,41.6,0.09,0.29,2.4,,5.6,,44.9,0.56,,0.06,0.02,0.11,
DUNITE,42.2194,-123.971,38.7,0.09,0.11,3.2,,5.3,,46.3,0.25,,0.05,0.03,0.11,
HARZBURGITE,42.2194,-123.971,41.7,0.03,1,0.87,,7.3,,45.4,0.8,,0.09,0.03,0.12,
DUNITE,42.2194,-123.971,39.3,0.02,0.25,1.9,,8.9,,44.8,1.5,,0.1,0.04,0.15,
DUNITE,42.2194,-123.971,36.7,0.03,,3.4,,4.5,,47.3,0.09,,0.05,0.03,0.1,
DUNITE,42.2194,-123.971,39.6,0.03,0.07,1.1,,9.8,,47.4,0.3,0.02,0.06,0.04,0.14,
DUNITE,61.75,-145.75,37.9,0.02,0.29,2.5,,7.6,,44.4,0.21,,0.04,0.04,0.09,
DUNITE,61.75,-145.75,39.3,,0.5,2.3,,7.3,,45.1,0.45,,0.11,0.04,0.09,
DUNITE,61.75,-145.75,39.4,,0.2,1.5,,5.9,,44.7,0.21,,0.04,0.02,0.06,
DUNITE,61.75,-145.75,41.4,0.02,0.58,1,,6.9,,43.5,1,,0.1,0.03,0.07,
DUNITE,61.75,-145.75,32.2,0.06,3.5,4,,5.6,,40.1,0.34,,0.02,0.17,0.15,
DUNITE,61.75,-145.75,33.1,0.04,1.9,3.1,,3.9,,41.4,0.13,,0.03,0.15,0.12,
DUNITE,61.75,-145.75,38.6,,1.9,2.3,,5.4,,45.1,0.26,,0.07,0.02,0.04,
DUNITE,61.75,-145.75,43.4,0.13,0.82,0.61,,6.9,,43.4,0.73,,0.06,0.03,0.07,
DUNITE,61.75,-145.75,52.3,0.09,2,1.1,,6.3,,20.9,15.8,0.14,0.06,0.02,0.13,
PERIDOTITE,32,-107,45,0.11,2.6,0.58,,7.2,,40,3.1,0.3,0.06,0.04,0.16,
PERIDOTITE,32,-107,45.1,0.14,3.3,1.3,,8.8,,36.8,3.3,0.05,0.02,0.04,0.19,
PERIDOTITE,32,-107,46,0.13,3.3,8.9,,7.2,,37.7,3.2,0.19,0.09,0.04,0.19,
PERIDOTITE,32,-107,45.1,0.1,2.9,0.78,,7.2,,40,2.7,0.14,0.03,0.1,0.16,
DUNITE,33.25,-110.5,40.1,0.06,6.6,0.66,,6.9,,43.2,1.2,0.03,0.04,0.07,0.17,
DUNITE,31.75,-107,44.1,0.02,1.2,,,7.4,,46.4,0.69,0.03,0.04,0.04,0.15,
DUNITE,57.8833,-153.7,34.1,0.09,0.58,5.6,,3.4,,38.4,1.4,0.13,0.09,0.02,0.14,
DUNITE,57.3333,-154.75,41.6,0.05,0.95,4.7,,3.2,,34.8,0.61,0.03,0.09,0.02,0.14,
PERIDOTITE,64.5,-145,38.8,,1.6,4.4,,4.4,,40.2,1.2,0.1,,,0.12,
PERIDOTITE,64.5,-145,41.1,,1.6,1.8,,6.1,,42.2,2.1,0.2,0.1,,0.11,
PERIDOTITE,64.5,-145,40.2,,1.7,4,,3.6,,39.6,1.2,0.1,0.1,,0.1,
PERIDOTITE,64.5,-145,40,,2.2,3.8,,4.2,,39,2.3,0.2,0.1,,0.09,
PERIDOTITE,64.5,-145,40.4,,1.8,4.4,,3.2,,39.2,1.3,0.1,,,0.09,
PERIDOTITE,64.5,-145,39.8,,1.4,4.4,,3.4,,41.4,0.8,0.1,,0.01,0.09,
PERIDOTITE,64.5,-145,18.5,,0.2,4.5,,1.8,,32.6,3.5,0.1,0.1,0.01,0.04,
DUNITE,64.5,-145,43.1,,1.4,1.9,,5.9,,42.9,1.2,0.1,,0.01,0.1,
PERIDOTITE,64.5,-145,36.9,,0.3,5.1,,3.6,,43.9,0.4,0.06,0.1,,0.09,
PERIDOTITE,64.5,-145,41.1,,0.2,3.6,,4.2,,40,1.1,,,,0.05,
PERIDOTITE,64.5,-145,42.1,,1.2,4.9,,3.3,,42.1,1.6,0.1,,,0.1,
PERIDOTITE,64.5,-145,42.8,,1.5,3,,5,,40,0.7,0.1,0.1,0.01,0.15,
PERIDOTITE,64.5,-145,41.9,,1.3,2,,6,,42.6,1.4,0.2,0.1,,0.1,
PERIDOTITE,64.5,-145,34.2,,0.6,4.8,,3.1,,41.1,0.7,0.1,,,0.11,
PERIDOTITE,64.5,-145,42,,1.3,2.3,,5.4,,42.5,1.7,0.2,0.1,,0.1,
PERIDOTITE,64.5,-145,40.5,,1.1,7.6,,0.36,,36.3,0.7,0.1,0.1,0.04,0.09,
PERIDOTITE,64.5,-145,40.5,0.02,1.2,5,,3.6,,40.7,0.7,,0.1,0.1,0.12,
DUNITE,64.5,-145,39.2,,0.6,4,,3.8,,41.1,0.7,0.1,,,0.11,
PERIDOTITE,64.5,-145,39.1,,1.1,4.9,,3,,39.5,1,,0.1,,0.09,
PERIDOTITE,42.2194,-123.971,47.2,0.1,8.7,1.6,,4.2,,16.8,18.4,0.3,0.05,0.02,0.09,
PERIDOTITE,42.2194,-123.971,47.5,0.15,14.9,1.4,,5.6,,11,15.1,1,0.6,0.06,0.12,
PERIDOTITE,56.0833,-132.833,37.9,0.04,1.8,4.4,,5.4,,38.7,4.3,0.03,,0.54,0.18,
DUNITE,56.0833,-132.833,39.6,0.02,0.93,5.7,,4.9,,41.9,1.5,0.06,0.05,1,0.22,
DUNITE,56.0833,-132.833,35.2,0.02,1.2,5.5,,4.2,,40.8,0.6,,,0.6,0.18,
DUNITE,56.0833,-132.833,35.7,0.02,0.93,5.4,,4.4,,42.5,0.8,0.02,,0.74,0.18,
PERIDOTITE,56.0833,-132.833,38.6,,1.1,5,,4.8,,37.8,4.4,,,0.18,0.16,
DUNITE,56.0833,-132.833,36.1,0.02,1.1,4,,4.8,,42.6,0.7,,,0.23,0.18,
DUNITE,56.0833,-132.833,35.8,,0.97,4.4,,4.2,,43.3,0.15,,,0.12,0.14,
DUNITE,56.0833,-132.833,35,,0.87,5.6,,3.3,,41.7,0.15,,,0.08,0.14,
DUNITE,56.0833,-132.833,35.1,,1.2,6.2,,3.6,,41.5,0.2,,,0.11,0.19,
DUNITE,56.0833,-132.833,37.7,,1.1,4.7,,4.7,,43.5,0.15,,,0.2,0.16,
DUNITE,56.0833,-132.833,37.6,,1.2,3.5,,7,,46.2,0.88,,,1.7,0.17,
DUNITE,56.0833,-132.833,35.8,0.04,0.89,4.9,,4.6,,42.6,1,0.03,,0.11,0.16,
DUNITE,56.0833,-132.833,35.7,0.02,0.8,5.4,,3.7,,42.7,0.2,,,0.07,0.16,
DUNITE,56.0833,-132.833,35.2,0.05,0.86,6,,3.1,,42.7,0.15,,,0.04,0.15,
DUNITE,56.0833,-132.833,37.4,0.04,1.2,4.2,,5.7,,45.5,1.9,,,0.04,0.17,
DUNITE,56.0833,-132.833,35.2,,1.1,5.3,,4.6,,42.4,0.63,,,0.04,0.18,
PERIDOTITE,56.0833,-132.833,36.4,0.03,1.5,5.7,,5.4,,40.4,2.1,,,0.04,0.23,
DUNITE,58.9372,-161.768,37.1,0.02,1.4,4.3,,6.8,,45,0.32,0.4,,,0.13,
DUNITE,58.9389,-161.771,36.6,,,4.6,,5.4,,43.5,0.45,0.3,,0.02,0.12,
DUNITE,58.9422,-161.773,36.6,0.01,0.06,4.2,,5.4,,44.8,0.24,0.3,,,0.11,
DUNITE,58.9522,-161.744,36.7,,3.2,5.4,,6.9,,43.5,0.24,0.29,,,0.16,
DUNITE,58.9533,-161.76,35.9,,,5.3,,5.4,,43.5,0.26,0.7,,,0.13,
DUNITE,58.9533,-161.76,37.3,,,4.5,,6.6,,43.9,0.3,0.25,,,0.15,
DUNITE,58.9533,-161.76,36.2,,,4.4,,6,,45.6,0.24,0.3,,,0.14,
DUNITE,58.95,-161.75,39,0.01,,3.8,,8,,42,2.1,0.27,,,0.15,
DUNITE,58.9255,-161.773,36.9,,0.01,4.7,,5.1,,45.6,0.27,0.26,,,0.11,
DUNITE,58.9255,-161.773,36.6,,,4.8,,5.8,,45.6,0.19,0.2,,,0.13,
DUNITE,58.9255,-161.773,37.5,,,4.7,,6.1,,42.9,0.2,0.27,,,0.13,
DUNITE,58.9267,-161.764,35.5,,,6.4,,4.1,,40.8,0.26,0.29,,,0.12,
DUNITE,58.9244,-161.753,36.3,,,7,,3.2,,40.8,0.14,0.3,,,0.11,
DUNITE,58.95,-161.75,36.6,0.06,,4,,6.6,,43.2,0.19,0.28,,,0.13,
PERIDOTITE,58.9244,-161.753,36.8,0.01,,6.5,,5.8,,41.8,0.79,0.26,,,0.16,
DUNITE,58.9244,-161.753,37.8,,,6.7,,5.5,,38.4,2.1,0.35,,,0.15,
PERIDOTITE,58.95,-161.75,36.5,,1.5,4.6,,5.3,,45,0.14,0.22,0.02,,0.11,
PERIDOTITE,58.95,-161.75,35.5,,,5.6,,4.8,,43.5,,0.2,,,0.12,
DUNITE,58.95,-161.75,36.7,,,4.9,,6,,43.5,0.14,0.21,0.01,,0.12,
PERIDOTITE,58.95,-161.75,36.8,,0.06,4.5,,6.5,,45,0.25,0.22,0.01,0.01,0.12,
DUNITE,58.95,-161.75,38,,,4.1,,5.1,,41.7,2.1,0.26,,,0.09,
DUNITE,58.95,-161.75,36.7,,,4.1,,6,,44.1,0.2,0.21,,,0.12,
PERIDOTITE,58.95,-161.75,40.9,,0.03,6,,6.2,,35.4,5,0.27,0.02,,0.14,
PERIDOTITE,58.95,-161.75,38.4,,,5.3,,6.2,,41.1,3.2,0.22,,,0.14,
DUNITE,58.95,-161.75,36.4,,,4.3,,6.6,,45.6,0.24,0.19,0.01,0.01,0.14,
DUNITE,58.95,-161.75,36.7,,,4.9,,5.8,,44.4,0.02,0.17,0.01,0.01,0.12,
DUNITE,58.95,-161.75,35.2,,,5.5,,4.2,,43.5,0.44,0.24,0.01,0.01,0.11,
DUNITE,58.95,-161.75,36.4,,,5,,6.2,,43.5,0.48,0.27,0.02,0.01,0.13,
DUNITE,58.95,-161.75,35.3,,,5.4,,5.6,,42.6,0.6,0.28,0.01,0.01,0.13,
PERIDOTITE,34.8833,-120.633,39.9,,0.7,6.5,,2,,34.6,2.3,,0.1,,0.08,
PERIDOTITE,34.8833,-120.633,44.6,0.04,2,3.7,,3.6,,27.5,11.5,0.12,0.08,,0.09,
PERIDOTITE,34.8667,-120.617,40.5,0.07,0.68,6.23,,2.88,,32.4,4.02,0.29,0.02,0.03,0.12,0.22
DUNITE,34.8667,-120.617,33.1,0.04,0.65,5.34,,3.58,,38.2,0.3,0.34,0.02,0.61,0.16,0.73
PERIDOTITE,41.85,-123.617,40,0.04,0.9,4.2,,2.3,,38.7,1.2,,,0.01,0.13,
PERIDOTITE,41.8167,-123.65,40.5,0.05,1.3,4.2,,3.2,,38.8,0.18,0.02,0.02,0.02,0.08,
PERIDOTITE,41.8167,-123.658,41,0.05,1.1,2,,4.7,,38.8,1,0.09,0.03,0.01,0.11,
PERIDOTITE,41.8167,-123.642,42.6,0.06,1.5,7,,0.76,,36,1.2,0.06,0.06,0.02,0.11,
PERIDOTITE,41.8333,-123.65,38.5,0.13,0.49,4,,3.2,,38.8,1.5,0.14,0.04,0.02,0.15,
PERIDOTITE,41.85,-123.642,40,0.04,0.69,4.4,,3,,38.8,1.4,0.04,0.03,0.02,0.11,
HARZBURGITE,37.2083,-119.265,45.2,0.03,0.7,1.7,,5.8,,41.5,0.8,0.06,0.08,0.01,0.09,
HARZBURGITE,37.2083,-119.265,46.1,0.01,2.7,1.7,,6.8,,39.2,1.2,0.1,0.05,0.01,0.11,
