,0,1,2,3,4,5,6,7,8,9,10,11
326,ROCK NAME,TIO2,CR2O3,MGO,NA2O,0.7190755406861399,,,,,,
327,ROCK NAME,TIO2,CR2O3,MGO,P2O5,0.7190836865633591,,,,,,
328,ROCK NAME,TIO2,CR2O3,MNO,K2O,0.7188954990373407,,,,,,
329,ROCK NAME,TIO2,CR2O3,MNO,NA2O,0.7189703300814391,,,,,,
330,ROCK NAME,TIO2,CR2O3,MNO,P2O5,0.7187061567726197,,,,,,
331,ROCK NAME,TIO2,CR2O3,K2O,NA2O,0.718669549994849,,,,,,
332,ROCK NAME,TIO2,CR2O3,K2O,P2O5,0.7184107184107164,,,,,,
333,ROCK NAME,TIO2,CR2O3,NA2O,P2O5,0.7184036485433671,,,,,,
334,ROCK NAME,TIO2,FEOT,CAO,MGO,0.7185270230046332,,,,,,
335,ROCK NAME,TIO2,FEOT,CAO,MNO,0.7187401076289949,,,,,,
336,ROCK NAME,TIO2,FEOT,CAO,K2O,0.7187631213348308,,,,,,
337,ROCK NAME,TIO2,FEOT,CAO,NA2O,0.7189011952325545,,,,,,
338,ROCK NAME,TIO2,FEOT,CAO,P2O5,0.7190552628114065,,,,,,
339,ROCK NAME,TIO2,FEOT,MGO,MNO,0.7190939053684133,,,,,,
340,ROCK NAME,TIO2,FEOT,MGO,K2O,0.7189930738317816,,,,,,
341,ROCK NAME,TIO2,FEOT,MGO,NA2O,0.7189594752947561,,,,,,
342,ROCK NAME,TIO2,FEOT,MGO,P2O5,0.7190146713956218,,,,,,
343,ROCK NAME,TIO2,FEOT,MNO,K2O,0.7188045230680872,,,,,,
344,ROCK NAME,TIO2,FEOT,MNO,NA2O,0.7187387312991161,,,,,,
345,ROCK NAME,TIO2,FEOT,MNO,P2O5,0.7184317858691641,,,,,,
346,ROCK NAME,TIO2,FEOT,K2O,NA2O,0.7184194465654584,,,,,,
347,ROCK NAME,TIO2,FEOT,K2O,P2O5,0.7182407134514398,,,,,,
348,ROCK NAME,TIO2,FEOT,NA2O,P2O5,0.7180711679278999,,,,,,
349,ROCK NAME,TIO2,CAO,MGO,MNO,0.7181522181522166,,,,,,
350,ROCK NAME,TIO2,CAO,MGO,K2O,0.7182409233691268,,,,,,
351,ROCK NAME,TIO2,CAO,MGO,NA2O,0.7183992704826023,,,,,,
352,ROCK NAME,TIO2,CAO,MGO,P2O5,0.7185056051911561,,,,,,
353,ROCK NAME,TIO2,CAO,MNO,K2O,0.7186086564617624,,,,,,
354,ROCK NAME,TIO2,CAO,MNO,NA2O,0.7186362238005416,,,,,,
355,ROCK NAME,TIO2,CAO,MNO,P2O5,0.7188263602121266,,,,,,
356,ROCK NAME,TIO2,CAO,K2O,NA2O,0.7188372024973319,,,,,,
357,ROCK NAME,TIO2,CAO,K2O,P2O5,0.7190442842211917,,,,,,
358,ROCK NAME,TIO2,CAO,NA2O,P2O5,0.7191893700714486,,,,,,
359,ROCK NAME,TIO2,MGO,MNO,K2O,0.7191358024691346,,,,,,
360,ROCK NAME,TIO2,MGO,MNO,NA2O,0.7190746396655894,,,,,,
361,ROCK NAME,TIO2,MGO,MNO,P2O5,0.7190898931230408,,,,,,
362,ROCK NAME,TIO2,MGO,K2O,NA2O,0.7191286080174955,,,,,,
363,ROCK NAME,TIO2,MGO,K2O,P2O5,0.7189818728280253,,,,,,
364,ROCK NAME,TIO2,MGO,NA2O,P2O5,0.718950422146768,,,,,,
365,ROCK NAME,TIO2,MNO,K2O,NA2O,0.7188776278029453,,,,,,
366,ROCK NAME,TIO2,MNO,K2O,P2O5,0.718631857596434,,,,,,
367,ROCK NAME,TIO2,MNO,NA2O,P2O5,0.7185422602089256,,,,,,
368,ROCK NAME,TIO2,K2O,NA2O,P2O5,0.7185097681935972,,,,,,
369,ROCK NAME,AL2O3,CR2O3,FEOT,CAO,0.7186622519955842,,,,,,
370,ROCK NAME,AL2O3,CR2O3,FEOT,MGO,0.7187934357745666,,,,,,
371,ROCK NAME,AL2O3,CR2O3,FEOT,MNO,0.7188371166865779,,,,,,
372,ROCK NAME,AL2O3,CR2O3,FEOT,K2O,0.718934029925986,,,,,,
373,ROCK NAME,AL2O3,CR2O3,FEOT,NA2O,0.7190329641310022,,,,,,
374,ROCK NAME,AL2O3,CR2O3,FEOT,P2O5,0.7191440329218097,,,,,,
375,ROCK NAME,AL2O3,CR2O3,CAO,MGO,0.7191913681275375,,,,,,
376,ROCK NAME,AL2O3,CR2O3,CAO,MNO,0.719218300120156,,,,,,
377,ROCK NAME,AL2O3,CR2O3,CAO,K2O,0.7193606576322618,,,,,,
378,ROCK NAME,AL2O3,CR2O3,CAO,NA2O,0.7193870008293923,,,,,,
379,ROCK NAME,AL2O3,CR2O3,CAO,P2O5,0.7194956765132197,,,,,,
380,ROCK NAME,AL2O3,CR2O3,MGO,MNO,0.7195589155344179,,,,,,
381,ROCK NAME,AL2O3,CR2O3,MGO,K2O,0.7196441978291884,,,,,,
382,ROCK NAME,AL2O3,CR2O3,MGO,NA2O,0.7196348118889452,,,,,,
383,ROCK NAME,AL2O3,CR2O3,MGO,P2O5,0.7196971945235828,,,,,,
384,ROCK NAME,AL2O3,CR2O3,MNO,K2O,0.7195865862532524,,,,,,
385,ROCK NAME,AL2O3,CR2O3,MNO,NA2O,0.7195454388891344,,,,,,
386,ROCK NAME,AL2O3,CR2O3,MNO,P2O5,0.7196934561275641,,,,,,
387,ROCK NAME,AL2O3,CR2O3,K2O,NA2O,0.7197452541095147,,,,,,
388,ROCK NAME,AL2O3,CR2O3,K2O,P2O5,0.7196625140069863,,,,,,
389,ROCK NAME,AL2O3,CR2O3,NA2O,P2O5,0.7196508145226088,,,,,,
390,ROCK NAME,AL2O3,FEOT,CAO,MGO,0.7198577684511184,,,,,,
391,ROCK NAME,AL2O3,FEOT,CAO,MNO,0.7199619163904875,,,,,,
392,ROCK NAME,AL2O3,FEOT,CAO,K2O,0.7200969482564051,,,,,,
393,ROCK NAME,AL2O3,FEOT,CAO,NA2O,0.7202120120901845,,,,,,
394,ROCK NAME,AL2O3,FEOT,CAO,P2O5,0.7204154495293733,,,,,,
395,ROCK NAME,AL2O3,FEOT,MGO,MNO,0.7205890817001925,,,,,,
396,ROCK NAME,AL2O3,FEOT,MGO,K2O,0.7207331338313704,,,,,,
397,ROCK NAME,AL2O3,FEOT,MGO,NA2O,0.7207714737027969,,,,,,
398,ROCK NAME,AL2O3,FEOT,MGO,P2O5,0.7207905804397032,,,,,,
399,ROCK NAME,AL2O3,FEOT,MNO,K2O,0.7208736942070274,,,,,,
400,ROCK NAME,AL2O3,FEOT,MNO,NA2O,0.7209540251934268,,,,,,
401,ROCK NAME,AL2O3,FEOT,MNO,P2O5,0.720986709378086,,,,,,
402,ROCK NAME,AL2O3,FEOT,K2O,NA2O,0.7210310138349842,,,,,,
403,ROCK NAME,AL2O3,FEOT,K2O,P2O5,0.721145618835388,,,,,,
404,ROCK NAME,AL2O3,FEOT,NA2O,P2O5,0.721170553269319,,,,,,
405,ROCK NAME,AL2O3,CAO,MGO,MNO,0.721324014427463,,,,,,
406,ROCK NAME,AL2O3,CAO,MGO,K2O,0.7214090547423883,,,,,,
407,ROCK NAME,AL2O3,CAO,MGO,NA2O,0.7214471258588909,,,,,,
408,ROCK NAME,AL2O3,CAO,MGO,P2O5,0.7215430589513723,,,,,,
409,ROCK NAME,AL2O3,CAO,MNO,K2O,0.7216802168021685,,,,,,
410,ROCK NAME,AL2O3,CAO,MNO,NA2O,0.7218398134862051,,,,,,
411,ROCK NAME,AL2O3,CAO,MNO,P2O5,0.721915654763552,,,,,,
412,ROCK NAME,AL2O3,CAO,K2O,NA2O,0.7219681343975141,,,,,,
413,ROCK NAME,AL2O3,CAO,K2O,P2O5,0.7220111849741493,,,,,,
414,ROCK NAME,AL2O3,CAO,NA2O,P2O5,0.7221478506619082,,,,,,
415,ROCK NAME,AL2O3,MGO,MNO,K2O,0.7222404850609992,,,,,,
416,ROCK NAME,AL2O3,MGO,MNO,NA2O,0.7222165287712863,,,,,,
417,ROCK NAME,AL2O3,MGO,MNO,P2O5,0.7221835993765833,,,,,,
418,ROCK NAME,AL2O3,MGO,K2O,NA2O,0.7222120229280149,,,,,,
419,ROCK NAME,AL2O3,MGO,K2O,P2O5,0.7222425722425737,,,,,,
420,ROCK NAME,AL2O3,MGO,NA2O,P2O5,0.722333881478776,,,,,,
421,ROCK NAME,AL2O3,MNO,K2O,NA2O,0.722424757969783,,,,,,
422,ROCK NAME,AL2O3,MNO,K2O,P2O5,0.7225399006328885,,,,,,
423,ROCK NAME,AL2O3,MNO,NA2O,P2O5,0.7225693884498929,,,,,,
424,ROCK NAME,AL2O3,K2O,NA2O,P2O5,0.722554047259931,,,,,,
425,ROCK NAME,CR2O3,FEOT,CAO,MGO,0.7227193486974409,,,,,,
426,ROCK NAME,CR2O3,FEOT,CAO,MNO,0.7227904659598663,,,,,,
427,ROCK NAME,CR2O3,FEOT,CAO,K2O,0.7228301870046433,,,,,,
428,ROCK NAME,CR2O3,FEOT,CAO,NA2O,0.7229162100956988,,,,,,
429,ROCK NAME,CR2O3,FEOT,CAO,P2O5,0.7229179089644223,,,,,,
430,ROCK NAME,CR2O3,FEOT,MGO,MNO,0.722875531846918,,,,,,
431,ROCK NAME,CR2O3,FEOT,MGO,K2O,0.7229234814111375,,,,,,
432,ROCK NAME,CR2O3,FEOT,MGO,NA2O,0.7229558569050504,,,,,,
433,ROCK NAME,CR2O3,FEOT,MGO,P2O5,0.7229355670215903,,,,,,
434,ROCK NAME,CR2O3,FEOT,MNO,K2O,0.7225507853860362,,,,,,
435,ROCK NAME,CR2O3,FEOT,MNO,NA2O,0.7225032018610018,,,,,,
436,ROCK NAME,CR2O3,FEOT,MNO,P2O5,0.7222080967313633,,,,,,
437,ROCK NAME,CR2O3,FEOT,K2O,NA2O,0.7220465987589295,,,,,,
438,ROCK NAME,CR2O3,FEOT,K2O,P2O5,0.7216760010989339,,,,,,
439,ROCK NAME,CR2O3,FEOT,NA2O,P2O5,0.7215617715617735,,,,,,
440,ROCK NAME,CR2O3,CAO,MGO,MNO,0.7217064730292263,,,,,,
441,ROCK NAME,CR2O3,CAO,MGO,K2O,0.7218505197389078,,,,,,
442,ROCK NAME,CR2O3,CAO,MGO,NA2O,0.7219810538094983,,,,,,
443,ROCK NAME,CR2O3,CAO,MGO,P2O5,0.7221473610362519,,,,,,
444,ROCK NAME,CR2O3,CAO,MNO,K2O,0.7223043844766712,,,,,,
445,ROCK NAME,CR2O3,CAO,MNO,NA2O,0.7224713502740429,,,,,,
446,ROCK NAME,CR2O3,CAO,MNO,P2O5,0.722550463042635,,,,,,
447,ROCK NAME,CR2O3,CAO,K2O,NA2O,0.7226758580925269,,,,,,
448,ROCK NAME,CR2O3,CAO,K2O,P2O5,0.7227837740087205,,,,,,
449,ROCK NAME,CR2O3,CAO,NA2O,P2O5,0.7228722169462932,,,,,,
450,ROCK NAME,CR2O3,MGO,MNO,K2O,0.7226738934056028,,,,,,
451,ROCK NAME,CR2O3,MGO,MNO,NA2O,0.722678146719447,,,,,,
452,ROCK NAME,CR2O3,MGO,MNO,P2O5,0.7226132001702298,,,,,,
453,ROCK NAME,CR2O3,MGO,K2O,NA2O,0.7226154766536582,,,,,,
454,ROCK NAME,CR2O3,MGO,K2O,P2O5,0.7223735428863658,,,,,,
455,ROCK NAME,CR2O3,MGO,NA2O,P2O5,0.7223555089052188,,,,,,
456,ROCK NAME,CR2O3,MNO,K2O,NA2O,0.7223271636109004,,,,,,
457,ROCK NAME,CR2O3,MNO,K2O,P2O5,0.7219298573010385,,,,,,
458,ROCK NAME,CR2O3,MNO,NA2O,P2O5,0.7217929062518773,,,,,,
459,ROCK NAME,CR2O3,K2O,NA2O,P2O5,0.7216317767042427,,,,,,
460,ROCK NAME,FEOT,CAO,MGO,MNO,0.7217844687114414,,,,,,
461,ROCK NAME,FEOT,CAO,MGO,K2O,0.7219159441381687,,,,,,
462,ROCK NAME,FEOT,CAO,MGO,NA2O,0.7220037781592882,,,,,,
463,ROCK NAME,FEOT,CAO,MGO,P2O5,0.7221157939548769,,,,,,
464,ROCK NAME,FEOT,CAO,MNO,K2O,0.7221681013795734,,,,,,
465,ROCK NAME,FEOT,CAO,MNO,NA2O,0.7223037387558157,,,,,,
466,ROCK NAME,FEOT,CAO,MNO,P2O5,0.7223513526154521,,,,,,
467,ROCK NAME,FEOT,CAO,K2O,NA2O,0.7224089090185981,,,,,,
468,ROCK NAME,FEOT,CAO,K2O,P2O5,0.7225127921645359,,,,,,
469,ROCK NAME,FEOT,CAO,NA2O,P2O5,0.7225859247135865,,,,,,
470,ROCK NAME,FEOT,MGO,MNO,K2O,0.7224954280863716,,,,,,
471,ROCK NAME,FEOT,MGO,MNO,NA2O,0.7225079273101894,,,,,,
472,ROCK NAME,FEOT,MGO,MNO,P2O5,0.7224340402634999,,,,,,
473,ROCK NAME,FEOT,MGO,K2O,NA2O,0.7224185670036606,,,,,,
474,ROCK NAME,FEOT,MGO,K2O,P2O5,0.7223551756885112,,,,,,
475,ROCK NAME,FEOT,MGO,NA2O,P2O5,0.7223898106251068,,,,,,
476,ROCK NAME,FEOT,MNO,K2O,NA2O,0.7223645728188026,,,,,,
477,ROCK NAME,FEOT,MNO,K2O,P2O5,0.7220036794653272,,,,,,
478,ROCK NAME,FEOT,MNO,NA2O,P2O5,0.7219397010628764,,,,,,
479,ROCK NAME,FEOT,K2O,NA2O,P2O5,0.721757280785061,,,,,,
480,ROCK NAME,CAO,MGO,MNO,K2O,0.7218875680414165,,,,,,
481,ROCK NAME,CAO,MGO,MNO,NA2O,0.7219719985971739,,,,,,
482,ROCK NAME,CAO,MGO,MNO,P2O5,0.7220167558331834,,,,,,
483,ROCK NAME,CAO,MGO,K2O,NA2O,0.7221613964038232,,,,,,
484,ROCK NAME,CAO,MGO,K2O,P2O5,0.7222878178204664,,,,,,
485,ROCK NAME,CAO,MGO,NA2O,P2O5,0.7224000406442131,,,,,,
486,ROCK NAME,CAO,MNO,K2O,NA2O,0.7225391031003647,,,,,,
487,ROCK NAME,CAO,MNO,K2O,P2O5,0.7226600812666407,,,,,,
488,ROCK NAME,CAO,MNO,NA2O,P2O5,0.722799985240342,,,,,,
489,ROCK NAME,CAO,K2O,NA2O,P2O5,0.7228676085818964,,,,,,
490,ROCK NAME,MGO,MNO,K2O,NA2O,0.7227995659767574,,,,,,
491,ROCK NAME,MGO,MNO,K2O,P2O5,0.7227665439047574,,,,,,
492,ROCK NAME,MGO,MNO,NA2O,P2O5,0.7227818133835734,,,,,,
493,ROCK NAME,MGO,K2O,NA2O,P2O5,0.722743193728351,,,,,,
494,ROCK NAME,MNO,K2O,NA2O,P2O5,0.722710485673451,,,,,,
495,ROCK NAME,SIO2,TIO2,AL2O3,CR2O3,FEOT,0.7226970560303917,,,,,
496,ROCK NAME,SIO2,TIO2,AL2O3,CR2O3,CAO,0.7228136148323966,,,,,
497,ROCK NAME,SIO2,TIO2,AL2O3,CR2O3,MGO,0.7228744035972976,,,,,
498,ROCK NAME,SIO2,TIO2,AL2O3,CR2O3,MNO,0.722961592701074,,,,,
499,ROCK NAME,SIO2,TIO2,AL2O3,CR2O3,K2O,0.7230427350427374,,,,,
500,ROCK NAME,SIO2,TIO2,AL2O3,CR2O3,NA2O,0.7230610005061126,,,,,
501,ROCK NAME,SIO2,TIO2,AL2O3,CR2O3,P2O5,0.7230697343579172,,,,,
502,ROCK NAME,SIO2,TIO2,AL2O3,FEOT,CAO,0.7232181460147022,,,,,
503,ROCK NAME,SIO2,TIO2,AL2O3,FEOT,MGO,0.723339589080332,,,,,
504,ROCK NAME,SIO2,TIO2,AL2O3,FEOT,MNO,0.7234379848241257,,,,,
505,ROCK NAME,SIO2,TIO2,AL2O3,FEOT,K2O,0.723537868465407,,,,,
506,ROCK NAME,SIO2,TIO2,AL2O3,FEOT,NA2O,0.7235643067332769,,,,,
507,ROCK NAME,SIO2,TIO2,AL2O3,FEOT,P2O5,0.7235738160935036,,,,,
508,ROCK NAME,SIO2,TIO2,AL2O3,CAO,MGO,0.723706427701191,,,,,
509,ROCK NAME,SIO2,TIO2,AL2O3,CAO,MNO,0.723780794369032,,,,,
510,ROCK NAME,SIO2,TIO2,AL2O3,CAO,K2O,0.7238790298151052,,,,,
511,ROCK NAME,SIO2,TIO2,AL2O3,CAO,NA2O,0.7240139779202301,,,,,
512,ROCK NAME,SIO2,TIO2,AL2O3,CAO,P2O5,0.7241854239904943,,,,,
513,ROCK NAME,SIO2,TIO2,AL2O3,MGO,MNO,0.7241880711400837,,,,,
514,ROCK NAME,SIO2,TIO2,AL2O3,MGO,K2O,0.7243253210890772,,,,,
515,ROCK NAME,SIO2,TIO2,AL2O3,MGO,NA2O,0.7243829000934967,,,,,
516,ROCK NAME,SIO2,TIO2,AL2O3,MGO,P2O5,0.7245082209621239,,,,,
517,ROCK NAME,SIO2,TIO2,AL2O3,MNO,K2O,0.7245175578508934,,,,,
518,ROCK NAME,SIO2,TIO2,AL2O3,MNO,NA2O,0.7245927316576023,,,,,
519,ROCK NAME,SIO2,TIO2,AL2O3,MNO,P2O5,0.7246310906567339,,,,,
520,ROCK NAME,SIO2,TIO2,AL2O3,K2O,NA2O,0.7246383151693474,,,,,
521,ROCK NAME,SIO2,TIO2,AL2O3,K2O,P2O5,0.7246564277215641,,,,,
522,ROCK NAME,SIO2,TIO2,AL2O3,NA2O,P2O5,0.7247452875241299,,,,,
523,ROCK NAME,SIO2,TIO2,CR2O3,FEOT,CAO,0.7249081142210938,,,,,
524,ROCK NAME,SIO2,TIO2,CR2O3,FEOT,MGO,0.7249599782933143,,,,,
525,ROCK NAME,SIO2,TIO2,CR2O3,FEOT,MNO,0.7248419326999835,,,,,
526,ROCK NAME,SIO2,TIO2,CR2O3,FEOT,K2O,0.7247243350975192,,,,,
527,ROCK NAME,SIO2,TIO2,CR2O3,FEOT,NA2O,0.7246503496503524,,,,,
528,ROCK NAME,SIO2,TIO2,CR2O3,FEOT,P2O5,0.7245604870053544,,,,,
529,ROCK NAME,SIO2,TIO2,CR2O3,CAO,MGO,0.7246662724650174,,,,,
530,ROCK NAME,SIO2,TIO2,CR2O3,CAO,MNO,0.7247716594860376,,,,,
531,ROCK NAME,SIO2,TIO2,CR2O3,CAO,K2O,0.7249498389849294,,,,,
532,ROCK NAME,SIO2,TIO2,CR2O3,CAO,NA2O,0.7251237864120943,,,,,
533,ROCK NAME,SIO2,TIO2,CR2O3,CAO,P2O5,0.7252081621619726,,,,,
534,ROCK NAME,SIO2,TIO2,CR2O3,MGO,MNO,0.7252052435853088,,,,,
535,ROCK NAME,SIO2,TIO2,CR2O3,MGO,K2O,0.7252129665065017,,,,,
536,ROCK NAME,SIO2,TIO2,CR2O3,MGO,NA2O,0.7253497588693149,,,,,
537,ROCK NAME,SIO2,TIO2,CR2O3,MGO,P2O5,0.7254013140010691,,,,,
538,ROCK NAME,SIO2,TIO2,CR2O3,MNO,K2O,0.7252465347703473,,,,,
539,ROCK NAME,SIO2,TIO2,CR2O3,MNO,NA2O,0.7251872955576689,,,,,
540,ROCK NAME,SIO2,TIO2,CR2O3,MNO,P2O5,0.7250071532265031,,,,,
541,ROCK NAME,SIO2,TIO2,CR2O3,K2O,NA2O,0.7249205398036916,,,,,
542,ROCK NAME,SIO2,TIO2,CR2O3,K2O,P2O5,0.7247992668496075,,,,,
543,ROCK NAME,SIO2,TIO2,CR2O3,NA2O,P2O5,0.7246732026143822,,,,,
544,ROCK NAME,SIO2,TIO2,FEOT,CAO,MGO,0.7246887442606128,,,,,
545,ROCK NAME,SIO2,TIO2,FEOT,CAO,MNO,0.7247894555586895,,,,,
546,ROCK NAME,SIO2,TIO2,FEOT,CAO,K2O,0.7249384104960004,,,,,
547,ROCK NAME,SIO2,TIO2,FEOT,CAO,NA2O,0.725071225071228,,,,,
548,ROCK NAME,SIO2,TIO2,FEOT,CAO,P2O5,0.7252692887179862,,,,,
549,ROCK NAME,SIO2,TIO2,FEOT,MGO,MNO,0.7252766986100349,,,,,
550,ROCK NAME,SIO2,TIO2,FEOT,MGO,K2O,0.7253168287651076,,,,,
551,ROCK NAME,SIO2,TIO2,FEOT,MGO,NA2O,0.7254221891903082,,,,,
552,ROCK NAME,SIO2,TIO2,FEOT,MGO,P2O5,0.725449890006855,,,,,
553,ROCK NAME,SIO2,TIO2,FEOT,MNO,K2O,0.7254054943585659,,,,,
554,ROCK NAME,SIO2,TIO2,FEOT,MNO,NA2O,0.7253800809356395,,,,,
555,ROCK NAME,SIO2,TIO2,FEOT,MNO,P2O5,0.7252642330580011,,,,,
556,ROCK NAME,SIO2,TIO2,FEOT,K2O,NA2O,0.7252425744346779,,,,,
557,ROCK NAME,SIO2,TIO2,FEOT,K2O,P2O5,0.7252107819610836,,,,,
558,ROCK NAME,SIO2,TIO2,FEOT,NA2O,P2O5,0.7251977907911151,,,,,
559,ROCK NAME,SIO2,TIO2,CAO,MGO,MNO,0.7252509835843198,,,,,
560,ROCK NAME,SIO2,TIO2,CAO,MGO,K2O,0.7253784704765126,,,,,
561,ROCK NAME,SIO2,TIO2,CAO,MGO,NA2O,0.7254362218775059,,,,,
562,ROCK NAME,SIO2,TIO2,CAO,MGO,P2O5,0.7255561796710435,,,,,
563,ROCK NAME,SIO2,TIO2,CAO,MNO,K2O,0.7256538225805393,,,,,
564,ROCK NAME,SIO2,TIO2,CAO,MNO,NA2O,0.7257191841262665,,,,,
565,ROCK NAME,SIO2,TIO2,CAO,MNO,P2O5,0.7258128382981179,,,,,
566,ROCK NAME,SIO2,TIO2,CAO,K2O,NA2O,0.7259597588815724,,,,,
567,ROCK NAME,SIO2,TIO2,CAO,K2O,P2O5,0.726042628037936,,,,,
568,ROCK NAME,SIO2,TIO2,CAO,NA2O,P2O5,0.7261669312050126,,,,,
569,ROCK NAME,SIO2,TIO2,MGO,MNO,K2O,0.7262558104663398,,,,,
570,ROCK NAME,SIO2,TIO2,MGO,MNO,NA2O,0.7263127782684147,,,,,
571,ROCK NAME,SIO2,TIO2,MGO,MNO,P2O5,0.7263712071404409,,,,,
572,ROCK NAME,SIO2,TIO2,MGO,K2O,NA2O,0.7264377188751854,,,,,
573,ROCK NAME,SIO2,TIO2,MGO,K2O,P2O5,0.7265089622813229,,,,,
574,ROCK NAME,SIO2,TIO2,MGO,NA2O,P2O5,0.7265337132003827,,,,,
575,ROCK NAME,SIO2,TIO2,MNO,K2O,NA2O,0.7264990239527305,,,,,
576,ROCK NAME,SIO2,TIO2,MNO,K2O,P2O5,0.7263607650667183,,,,,
577,ROCK NAME,SIO2,TIO2,MNO,NA2O,P2O5,0.7263347101870776,,,,,
578,ROCK NAME,SIO2,TIO2,K2O,NA2O,P2O5,0.7262710210321065,,,,,
579,ROCK NAME,SIO2,AL2O3,CR2O3,FEOT,CAO,0.7263778367226675,,,,,
580,ROCK NAME,SIO2,AL2O3,CR2O3,FEOT,MGO,0.7264908228763682,,,,,
581,ROCK NAME,SIO2,AL2O3,CR2O3,FEOT,MNO,0.7265658909416102,,,,,
582,ROCK NAME,SIO2,AL2O3,CR2O3,FEOT,K2O,0.7266439593483651,,,,,
583,ROCK NAME,SIO2,AL2O3,CR2O3,FEOT,NA2O,0.7266827329612751,,,,,
584,ROCK NAME,SIO2,AL2O3,CR2O3,FEOT,P2O5,0.7266889067458903,,,,,
585,ROCK NAME,SIO2,AL2O3,CR2O3,CAO,MGO,0.7267647449672512,,,,,
586,ROCK NAME,SIO2,AL2O3,CR2O3,CAO,MNO,0.726809585980515,,,,,
587,ROCK NAME,SIO2,AL2O3,CR2O3,CAO,K2O,0.7269075721456709,,,,,
588,ROCK NAME,SIO2,AL2O3,CR2O3,CAO,NA2O,0.7270229613183807,,,,,
589,ROCK NAME,SIO2,AL2O3,CR2O3,CAO,P2O5,0.7271331305229645,,,,,
590,ROCK NAME,SIO2,AL2O3,CR2O3,MGO,MNO,0.7271818653657381,,,,,
591,ROCK NAME,SIO2,AL2O3,CR2O3,MGO,K2O,0.7273347065013767,,,,,
592,ROCK NAME,SIO2,AL2O3,CR2O3,MGO,NA2O,0.7274229736287107,,,,,
593,ROCK NAME,SIO2,AL2O3,CR2O3,MGO,P2O5,0.727472573151589,,,,,
594,ROCK NAME,SIO2,AL2O3,CR2O3,MNO,K2O,0.7275028529930525,,,,,
595,ROCK NAME,SIO2,AL2O3,CR2O3,MNO,NA2O,0.7275282510181874,,,,,
596,ROCK NAME,SIO2,AL2O3,CR2O3,MNO,P2O5,0.7274994790349376,,,,,
597,ROCK NAME,SIO2,AL2O3,CR2O3,K2O,NA2O,0.7275486188529701,,,,,
598,ROCK NAME,SIO2,AL2O3,CR2O3,K2O,P2O5,0.727573813272203,,,,,
599,ROCK NAME,SIO2,AL2O3,CR2O3,NA2O,P2O5,0.727671731560624,,,,,
600,ROCK NAME,SIO2,AL2O3,FEOT,CAO,MGO,0.7277314004990135,,,,,
601,ROCK NAME,SIO2,AL2O3,FEOT,CAO,MNO,0.7278445069142777,,,,,
602,ROCK NAME,SIO2,AL2O3,FEOT,CAO,K2O,0.7279430640403588,,,,,
603,ROCK NAME,SIO2,AL2O3,FEOT,CAO,NA2O,0.7280271441419377,,,,,
604,ROCK NAME,SIO2,AL2O3,FEOT,CAO,P2O5,0.728214546396368,,,,,
605,ROCK NAME,SIO2,AL2O3,FEOT,MGO,MNO,0.728255589091676,,,,,
606,ROCK NAME,SIO2,AL2O3,FEOT,MGO,K2O,0.7283183999274093,,,,,
607,ROCK NAME,SIO2,AL2O3,FEOT,MGO,NA2O,0.7283700704753371,,,,,
608,ROCK NAME,SIO2,AL2O3,FEOT,MGO,P2O5,0.7284340464417127,,,,,
609,ROCK NAME,SIO2,AL2O3,FEOT,MNO,K2O,0.7284993694829797,,,,,
610,ROCK NAME,SIO2,AL2O3,FEOT,MNO,NA2O,0.7285691415533241,,,,,
611,ROCK NAME,SIO2,AL2O3,FEOT,MNO,P2O5,0.7286681687553184,,,,,
612,ROCK NAME,SIO2,AL2O3,FEOT,K2O,NA2O,0.7287405362446181,,,,,
613,ROCK NAME,SIO2,AL2O3,FEOT,K2O,P2O5,0.7288188547689126,,,,,
614,ROCK NAME,SIO2,AL2O3,FEOT,NA2O,P2O5,0.7288737559740306,,,,,
615,ROCK NAME,SIO2,AL2O3,CAO,MGO,MNO,0.7289747289747326,,,,,
616,ROCK NAME,SIO2,AL2O3,CAO,MGO,K2O,0.7290646004854577,,,,,
617,ROCK NAME,SIO2,AL2O3,CAO,MGO,NA2O,0.7291941348036315,,,,,
618,ROCK NAME,SIO2,AL2O3,CAO,MGO,P2O5,0.7292680195211196,,,,,
619,ROCK NAME,SIO2,AL2O3,CAO,MNO,K2O,0.7293983396133972,,,,,
620,ROCK NAME,SIO2,AL2O3,CAO,MNO,NA2O,0.7295389447831783,,,,,
621,ROCK NAME,SIO2,AL2O3,CAO,MNO,P2O5,0.7295798560536005,,,,,
622,ROCK NAME,SIO2,AL2O3,CAO,K2O,NA2O,0.7297090480611119,,,,,
623,ROCK NAME,SIO2,AL2O3,CAO,K2O,P2O5,0.7298347821852135,,,,,
624,ROCK NAME,SIO2,AL2O3,CAO,NA2O,P2O5,0.7299145299145339,,,,,
625,ROCK NAME,SIO2,AL2O3,MGO,MNO,K2O,0.7299348582628704,,,,,
626,ROCK NAME,SIO2,AL2O3,MGO,MNO,NA2O,0.7300459990518509,,,,,
627,ROCK NAME,SIO2,AL2O3,MGO,MNO,P2O5,0.7301174684401898,,,,,
628,ROCK NAME,SIO2,AL2O3,MGO,K2O,NA2O,0.7301117105038711,,,,,
629,ROCK NAME,SIO2,AL2O3,MGO,K2O,P2O5,0.7301451634785006,,,,,
